t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,308,0,77.6475,-0.3426,814.4432,-0.0781,0.0041,0.0273,0.9966,1868.0000,1870.0000,1863.0000,,,,
0.0139,308,0,77.6475,-0.3426,814.4432,-0.0781,0.0041,0.0273,0.9966,1866.0000,1870.0000,1863.0000,,,,
0.0221,308,0,77.6475,-0.3426,814.4432,-0.0781,0.0041,0.0273,0.9966,1865.0000,1870.0000,1863.0000,,,,
0.0314,308,0,77.6475,-0.3426,814.4432,-0.0781,0.0041,0.0273,0.9966,1862.0000,1870.0000,1863.0000,,,,
0.0440,308,0,78.2644,-1.2735,814.4135,-0.0764,0.0047,0.0279,0.9967,1859.0000,1870.0000,1863.0000,,,,
0.0563,308,0,78.2644,-1.2735,814.4135,-0.0764,0.0047,0.0279,0.9967,1855.0000,1870.0000,1863.0000,,,,
0.0669,308,0,78.2644,-1.2735,814.4135,-0.0764,0.0047,0.0279,0.9967,1851.0000,1870.0000,1863.0000,,,,
0.0796,308,0,17.7813,-6.5618,102.9447,-0.5664,0.4182,0.1831,0.6861,1846.0000,1870.0000,1863.0000,,,,
0.0885,308,0,17.7813,-6.5618,102.9447,-0.5664,0.4182,0.1831,0.6861,1844.0000,1870.0000,1863.0000,,,,
0.0994,308,0,17.7813,-6.5618,102.9447,-0.5664,0.4182,0.1831,0.6861,1840.0000,1870.0000,1863.0000,,,,
0.1115,308,0,80.9821,-3.9568,814.7441,-0.0767,0.0058,0.0261,0.9967,1836.0000,1870.0000,1863.0000,,,,
0.1232,308,0,80.9821,-3.9568,814.7441,-0.0767,0.0058,0.0261,0.9967,1832.0000,1870.0000,1863.0000,,,,
0.1355,308,0,80.9821,-3.9568,814.7441,-0.0767,0.0058,0.0261,0.9967,1827.0000,1870.0000,1863.0000,,,,
0.1451,308,0,70.0738,24.7247,846.9056,0.0702,0.0154,0.0545,0.9959,1823.0000,1870.0000,1863.0000,,,,
0.1554,308,0,70.0738,24.7247,846.9056,0.0702,0.0154,0.0545,0.9959,1819.0000,1870.0000,1863.0000,,,,
0.1668,308,0,70.0738,24.7247,846.9056,0.0702,0.0154,0.0545,0.9959,1814.0000,1870.0000,1863.0000,,,,
0.1796,308,0,70.0738,24.7247,846.9056,0.0702,0.0154,0.0545,0.9959,1809.0000,1870.0000,1863.0000,,,,
