{HEADER}
user_id: 123
target_id: 260
target_screen_position_mm: [-119.96, 32.12]
fingertip_offset: [-1.21, 32.67, 23.21]
completion_time: 9.3834
endpoint_error_mm: [-1.5097, 1.5464, 0.0495]
{DATA}
t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,dx_mm,dy_mm,dz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,260,0,-34.7621,-53.3798,709.3391,-34.2734,-20.6928,686.1252,-0.0238,0.0396,-0.0278,0.9985,1831.0000,1839.0000,1870.0000,,,,
0.0121,260,0,-34.7621,-53.3798,709.3391,-34.2734,-20.6928,686.1252,-0.0238,0.0396,-0.0278,0.9985,1831.0000,1839.0000,1869.0000,,,,
0.0237,260,0,-33.9423,-53.8982,709.0110,-33.4929,-21.2106,685.7971,-0.0248,0.0400,-0.0275,0.9985,1831.0000,1839.0000,1868.0000,,,,
0.0356,260,0,-33.9423,-53.8982,709.0110,-33.4929,-21.2106,685.7971,-0.0248,0.0400,-0.0275,0.9985,1831.0000,1838.0000,1867.0000,,,,
0.0475,260,0,-32.6231,-52.8512,706.5229,-32.1810,-20.1635,683.3090,-0.0219,0.0402,-0.0288,0.9985,1831.0000,1836.0000,1866.0000,,,,
0.0562,260,0,-32.6231,-52.8512,706.5229,-32.1810,-20.1635,683.3090,-0.0219,0.0402,-0.0288,0.9985,1831.0000,1836.0000,1865.0000,,,,
0.0678,260,0,-32.6231,-52.8512,706.5229,-32.1810,-20.1635,683.3090,-0.0219,0.0402,-0.0288,0.9985,1831.0000,1834.0000,1864.0000,,,,
0.0795,260,0,-32.4632,-51.1225,705.2525,-31.9005,-18.4367,682.0386,-0.0220,0.0411,-0.0301,0.9985,1831.0000,1833.0000,1864.0000,,,,
0.0925,260,0,-32.4632,-51.1225,705.2525,-31.9005,-18.4367,682.0386,-0.0220,0.0411,-0.0301,0.9985,1831.0000,1831.0000,1863.0000,,,,
0.1038,260,0,-32.8785,-47.3299,703.5801,-32.2646,-14.6450,680.3661,-0.0219,0.0412,-0.0319,0.9984,1831.0000,1830.0000,1862.0000,,,,
0.1127,260,0,-32.8785,-47.3299,703.5801,-32.2646,-14.6450,680.3661,-0.0219,0.0412,-0.0319,0.9984,1831.0000,1829.0000,1862.0000,,,,
0.1235,260,0,-32.8785,-47.3299,703.5801,-32.2646,-14.6450,680.3661,-0.0219,0.0412,-0.0319,0.9984,1831.0000,1828.0000,1862.0000,,,,
0.1361,260,0,-32.8461,-44.5012,704.8028,-31.9199,-11.8236,681.5889,-0.0224,0.0414,-0.0336,0.9983,1831.0000,1826.0000,1862.0000,,,,
0.1475,260,0,-32.8461,-44.5012,704.8028,-31.9199,-11.8236,681.5889,-0.0224,0.0414,-0.0336,0.9983,1831.0000,1825.0000,1862.0000,,,,
0.1595,260,0,-32.1031,-39.2973,693.5173,-32.2804,-6.6071,670.3033,-0.0215,0.0414,-0.0365,0.9982,1831.0000,1824.0000,1862.0000,,,,
0.1727,260,0,-32.1031,-39.2973,693.5173,-32.2804,-6.6071,670.3033,-0.0215,0.0414,-0.0365,0.9982,1831.0000,1822.0000,1863.0000,,,,
0.1814,260,0,-32.1031,-39.2973,693.5173,-32.2804,-6.6071,670.3033,-0.0215,0.0414,-0.0365,0.9982,1831.0000,1821.0000,1863.0000,,,,
