t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,123,0,39.8747,-186.6900,734.1340,-0.0092,0.0169,-0.0131,0.9997,1870.0000,1876.0000,1859.0000,,,,
0.0127,123,0,68.4086,-165.5135,730.1125,0.2977,-0.2977,0.0275,0.9066,1867.0000,1873.0000,1859.0000,,,,
0.0239,123,0,68.4086,-165.5135,730.1125,0.2977,-0.2977,0.0275,0.9066,1863.0000,1870.0000,1859.0000,,,,
0.0356,123,0,68.4086,-165.5135,730.1125,0.2977,-0.2977,0.0275,0.9066,1857.0000,1867.0000,1859.0000,,,,
0.0443,123,0,68.4086,-165.5135,730.1125,0.2977,-0.2977,0.0275,0.9066,1852.0000,1864.0000,1859.0000,,,,
0.0558,123,0,37.2115,-185.0261,734.0201,-0.0143,0.0188,-0.0140,0.9996,1846.0000,1861.0000,1859.0000,,,,
0.0671,123,0,37.2115,-185.0261,734.0201,-0.0143,0.0188,-0.0140,0.9996,1839.0000,1858.0000,1859.0000,,,,
0.0797,123,0,37.2115,-185.0261,734.0201,-0.0143,0.0188,-0.0140,0.9996,1832.0000,1855.0000,1859.0000,,,,
0.0909,123,0,165.6760,-38.0667,584.2174,0.1826,-0.1051,0.1672,0.9631,1825.0000,1852.0000,1859.0000,,,,
0.0998,123,0,165.6760,-38.0667,584.2174,0.1826,-0.1051,0.1672,0.9631,1821.0000,1850.0000,1859.0000,,,,
0.1111,123,0,165.6760,-38.0667,584.2174,0.1826,-0.1051,0.1672,0.9631,1816.0000,1847.0000,1859.0000,,,,
0.1236,123,0,105.1900,-176.6929,703.0491,0.1572,-0.3025,-0.0215,0.9398,1810.0000,1844.0000,1859.0000,,,,
0.1353,123,0,105.1900,-176.6929,703.0491,0.1572,-0.3025,-0.0215,0.9398,1802.0000,1840.0000,1859.0000,,,,
0.1477,123,0,105.1900,-176.6929,703.0491,0.1572,-0.3025,-0.0215,0.9398,1795.0000,1837.0000,1859.0000,,,,
0.1591,123,0,-10.2680,-214.6738,911.1963,-0.2174,-0.3240,-0.1235,0.9124,1788.0000,1833.0000,1859.0000,,,,
0.1674,123,0,-10.2680,-214.6738,911.1963,-0.2174,-0.3240,-0.1235,0.9124,1783.0000,1830.0000,1859.0000,,,,
0.1793,123,0,-10.2680,-214.6738,911.1963,-0.2174,-0.3240,-0.1235,0.9124,1775.0000,1826.0000,1859.0000,,,,
0.1908,123,0,-10.2680,-214.6738,911.1963,-0.2174,-0.3240,-0.1235,0.9124,1768.0000,1823.0000,1859.0000,,,,
0.2040,123,0,24.1994,-195.0859,809.3561,0.2517,-0.2623,0.0004,0.9316,1760.0000,1818.0000,1859.0000,,,,
0.2154,123,0,24.1994,-195.0859,809.3561,0.2517,-0.2623,0.0004,0.9316,1754.0000,1815.0000,1859.0000,,,,
0.2279,123,0,24.1994,-195.0859,809.3561,0.2517,-0.2623,0.0004,0.9316,1747.0000,1811.0000,1859.0000,,,,
0.2367,123,0,101.7652,-175.0211,755.0390,0.2525,-0.2982,-0.0172,0.9203,1742.0000,1808.0000,1859.0000,,,,
0.2470,123,0,101.7652,-175.0211,755.0390,0.2525,-0.2982,-0.0172,0.9203,1737.0000,1805.0000,1859.0000,,,,
0.2597,123,0,101.7652,-175.0211,755.0390,0.2525,-0.2982,-0.0172,0.9203,1730.0000,1801.0000,1859.0000,,,,
0.2716,123,0,-52.3587,-204.7619,708.9070,-0.0400,0.2514,0.0016,0.9671,1723.0000,1798.0000,1859.0000,,,,
0.2829,123,0,-52.3587,-204.7619,708.9070,-0.0400,0.2514,0.0016,0.9671,1717.0000,1794.0000,1859.0000,,,,
0.2916,123,0,-52.3587,-204.7619,708.9070,-0.0400,0.2514,0.0016,0.9671,1712.0000,1792.0000,1859.0000,,,,
0.3038,123,0,-52.3587,-204.7619,708.9070,-0.0400,0.2514,0.0016,0.9671,1705.0000,1788.0000,1859.0000,,,,
0.3154,123,0,0.1790,-121.2027,700.8643,0.3747,0.2673,-0.0530,0.8862,1698.0000,1785.0000,1859.0000,,,,
0.3269,123,0,0.1790,-121.2027,700.8643,0.3747,0.2673,-0.0530,0.8862,1691.0000,1782.0000,1859.0000,,,,
0.3395,123,0,0.1790,-121.2027,700.8643,0.3747,0.2673,-0.0530,0.8862,1684.0000,1779.0000,1859.0000,,,,
0.3518,123,0,-49.1893,-211.1046,852.6986,-0.2980,0.1517,0.0338,0.9418,1676.0000,1775.0000,1859.0000,,,,
0.3600,123,0,-49.1893,-211.1046,852.6986,-0.2980,0.1517,0.0338,0.9418,1669.0000,1774.0000,1859.0000,,,,
0.3721,123,0,-49.1893,-211.1046,852.6986,-0.2980,0.1517,0.0338,0.9418,1660.0000,1771.0000,1859.0000,,,,
0.3834,123,0,-34.4970,-174.7253,639.8989,-0.0355,0.2822,0.0483,0.9575,1652.0000,1769.0000,1859.0000,,,,
0.3957,123,0,-34.4970,-174.7253,639.8989,-0.0355,0.2822,0.0483,0.9575,1641.0000,1767.0000,1859.0000,,,,
0.4069,123,0,-34.4970,-174.7253,639.8989,-0.0355,0.2822,0.0483,0.9575,1632.0000,1765.0000,1859.0000,,,,
0.4196,123,0,32.3975,-229.4183,803.1229,0.2796,-0.3073,-0.0301,0.9091,1623.0000,1762.0000,1859.0000,,,,
0.4275,123,0,32.3975,-229.4183,803.1229,0.2796,-0.3073,-0.0301,0.9091,1616.0000,1761.0000,1859.0000,,,,
0.4389,123,0,32.3975,-229.4183,803.1229,0.2796,-0.3073,-0.0301,0.9091,1607.0000,1760.0000,1859.0000,,,,
0.4515,123,0,32.3975,-229.4183,803.1229,0.2796,-0.3073,-0.0301,0.9091,1597.0000,1758.0000,1859.0000,,,,
0.4643,123,0,59.5996,-200.1354,718.4505,-0.0141,0.0326,-0.0108,0.9993,1588.0000,1756.0000,1859.0000,,,,
0.4756,123,0,59.5996,-200.1354,718.4505,-0.0141,0.0326,-0.0108,0.9993,1578.0000,1756.0000,1859.0000,,,,
0.4832,123,0,59.5996,-200.1354,718.4505,-0.0141,0.0326,-0.0108,0.9993,1572.0000,1755.0000,1859.0000,,,,
0.4956,123,0,64.9577,-201.7842,714.9692,-0.0127,0.0357,-0.0090,0.9992,1562.0000,1754.0000,1859.0000,,,,
0.5080,123,0,64.9577,-201.7842,714.9692,-0.0127,0.0357,-0.0090,0.9992,1550.0000,1754.0000,1859.0000,,,,
0.5189,123,0,64.9577,-201.7842,714.9692,-0.0127,0.0357,-0.0090,0.9992,1540.0000,1754.0000,1859.0000,,,,
0.5311,123,0,81.0192,-233.9696,767.0247,-0.1034,-0.0211,-0.0273,0.9940,1529.0000,1753.0000,1859.0000,,,,
0.5438,123,0,81.0192,-233.9696,767.0247,-0.1034,-0.0211,-0.0273,0.9940,1515.0000,1752.0000,1859.0000,,,,
