t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,dx_mm,dy_mm,dz_mm,qx,qy,qz,qw
0,354,0,-89.5688,112.7347,1050.1945,-89.5688,112.7347,1050.1945,-0.0183,-0.0218,0.0206,0.9994
0.0125,354,0,-89.5688,112.7347,1050.1945,-89.5688,112.7347,1050.1945,-0.0183,-0.0218,0.0206,0.9994
0.0242,354,0,-109.6363,76.8617,1058.5896,-109.6363,76.8617,1058.5896,0.0794,-0.0532,-0.0011,0.9954
0.0335,354,0,-109.6363,76.8617,1058.5896,-109.6363,76.8617,1058.5896,0.0794,-0.0532,-0.0011,0.9954
0.044,354,0,-109.6363,76.8617,1058.5896,-109.6363,76.8617,1058.5896,0.0794,-0.0532,-0.0011,0.9954
0.148,354,0,-67.5565,112.1045,1049.4261,-67.5565,112.1045,1049.4261,0.0115,0.0473,0.0272,0.9984
0.16,354,0,-67.5565,112.1045,1049.4261,-67.5565,112.1045,1049.4261,0.0115,0.0473,0.0272,0.9984
0.1689,354,0,-67.5565,112.1045,1049.4261,-67.5565,112.1045,1049.4261,0.0115,0.0473,0.0272,0.9984
0.204,354,0,15.6543,-24.8443,1022.8923,15.6543,-24.8443,1022.8923,0.1239,0.0247,0.0558,0.9904
0.2159,354,0,15.6543,-24.8443,1022.8923,15.6543,-24.8443,1022.8923,0.1239,0.0247,0.0558,0.9904
0.328,354,0,-64.4419,102.6393,1046.8514,-64.4419,102.6393,1046.8514,-0.0971,0.1581,0.0506,0.9813
0.34,354,0,-64.4419,102.6393,1046.8514,-64.4419,102.6393,1046.8514,-0.0971,0.1581,0.0506,0.9813
0.3519,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.3606,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.372,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.3838,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.3959,354,0,-99.5558,108.2168,1041.6833,-99.5558,108.2168,1041.6833,0.0225,0.0398,0.0276,0.9986
0.4082,354,0,-99.5558,108.2168,1041.6833,-99.5558,108.2168,1041.6833,0.0225,0.0398,0.0276,0.9986
0.4169,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.4279,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.44,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.4518,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.4639,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.477,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.4857,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.4959,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5079,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5199,354,0,-91.4243,110.3609,1049.4271,-91.4243,110.3609,1049.4271,-0.0056,-0.0304,0.023,0.9993
0.5319,354,0,-91.4243,110.3609,1049.4271,-91.4243,110.3609,1049.4271,-0.0056,-0.0304,0.023,0.9993
0.5441,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5527,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5637,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5759,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5879,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.5999,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.6088,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.62,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.6321,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.644,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.656,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.6679,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.6767,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.6879,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.7009,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.712,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.724,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.7327,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
0.7438,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
0.7559,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
0.768,354,0,-67.7066,131.9271,1049.4271,-67.7066,131.9271,1049.4271,-0.0651,-0.0471,0.012,0.9967
0.7799,354,0,-67.7066,131.9271,1049.4271,-67.7066,131.9271,1049.4271,-0.0651,-0.0471,0.012,0.9967
0.7919,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8005,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.812,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8236,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8358,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8477,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8604,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8691,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8798,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.8919,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.9038,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.9157,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.9248,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.936,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.9478,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.96,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.9719,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
0.9837,354,0,-23.4739,-161.0369,36.8362,-23.4739,-161.0369,36.8362,-0.283,0.4897,0.0948,0.8192
0.9942,354,0,-23.4739,-161.0369,36.8362,-23.4739,-161.0369,36.8362,-0.283,0.4897,0.0948,0.8192
1.0038,354,0,-80.8434,126.9154,1040.9398,-80.8434,126.9154,1040.9398,-0.0643,-0.0479,0.0119,0.9967
1.0159,354,0,-80.8434,126.9154,1040.9398,-80.8434,126.9154,1040.9398,-0.0643,-0.0479,0.0119,0.9967
1.0279,354,0,-80.8434,126.9154,1040.9398,-80.8434,126.9154,1040.9398,-0.0643,-0.0479,0.0119,0.9967
1.04,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.0521,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.0611,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.0719,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.0839,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.0959,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.1079,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.1167,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.1279,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.1398,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.1519,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.164,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.176,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
1.185,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
1.196,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
1.2082,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.2199,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.2321,354,0,-120.8517,129.0306,1033.8041,-120.8517,129.0306,1033.8041,-0.0058,0.0342,0.0173,0.9992
1.2438,354,0,-120.8517,129.0306,1033.8041,-120.8517,129.0306,1033.8041,-0.0058,0.0342,0.0173,0.9992
1.2528,354,0,-104.5246,109.1036,1049.4271,-104.5246,109.1036,1049.4271,0.0331,0.0346,0.031,0.9984
1.264,354,0,-104.5246,109.1036,1049.4271,-104.5246,109.1036,1049.4271,0.0331,0.0346,0.031,0.9984
1.2761,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.288,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.3003,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.309,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.3199,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.3321,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
1.3439,354,0,-118.4668,132.3318,1041.6833,-118.4668,132.3318,1041.6833,0.2374,-0.2793,0.0136,0.9303
1.3559,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.3696,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.4002,354,0,162.613,-52.9553,102.526,162.613,-52.9553,102.526,0,0,0,1
1.4123,354,0,162.613,-52.9553,102.526,162.613,-52.9553,102.526,0,0,0,1
1.4242,354,0,-90.4297,102.704,1046.1315,-90.4297,102.704,1046.1315,0.1726,-0.0827,0.0237,0.9812
1.4359,354,0,-90.4297,102.704,1046.1315,-90.4297,102.704,1046.1315,0.1726,-0.0827,0.0237,0.9812
1.4799,354,0,-65.5193,102.2907,1039.3889,-65.5193,102.2907,1039.3889,-0.1177,0.1236,0.0464,0.9842
1.4918,354,0,-65.5193,102.2907,1039.3889,-65.5193,102.2907,1039.3889,-0.1177,0.1236,0.0464,0.9842
1.548,354,0,-62.103,103.2544,1047.8622,-62.103,103.2544,1047.8622,-0.0936,0.1092,0.0408,0.9888
1.5599,354,0,-62.103,103.2544,1047.8622,-62.103,103.2544,1047.8622,-0.0936,0.1092,0.0408,0.9888
1.5688,354,0,-102.9169,124.851,1049.4269,-102.9169,124.851,1049.4269,-0.0295,-0.0263,0.0152,0.9991
1.5803,354,0,-102.9169,124.851,1049.4269,-102.9169,124.851,1049.4269,-0.0295,-0.0263,0.0152,0.9991
1.5921,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.604,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.616,354,0,-93.2494,115.6549,1048.661,-93.2494,115.6549,1048.661,-0.0162,-0.0077,0.0247,0.9995
1.6246,354,0,-93.2494,115.6549,1048.661,-93.2494,115.6549,1048.661,-0.0162,-0.0077,0.0247,0.9995
1.6361,354,0,-93.2494,115.6549,1048.661,-93.2494,115.6549,1048.661,-0.0162,-0.0077,0.0247,0.9995
1.6481,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.6607,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.6721,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.6839,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.6932,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.7094,354,0,-96.9386,111.8834,1049.4271,-96.9386,111.8834,1049.4271,0.0313,-0.0287,0.024,0.9988
1.7183,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
1.7279,354,0,-74.6083,91.3184,1040.9398,-74.6083,91.3184,1040.9398,-0.003,-0.0277,0.0227,0.9994
1.7397,354,0,-102.5829,111.2568,1040.9398,-102.5829,111.2568,1040.9398,0.0174,0.0156,0.0251,0.9994
1.7521,354,0,-102.5829,111.2568,1040.9398,-102.5829,111.2568,1040.9398,0.0174,0.0156,0.0251,0.9994
1.7608,354,0,-102.5829,111.2568,1040.9398,-102.5829,111.2568,1040.9398,0.0174,0.0156,0.0251,0.9994
1.7723,354,0,-90.3265,109.1165,1048.3961,-90.3265,109.1165,1048.3961,-0.0203,-0.0223,0.0243,0.9993
1.7841,354,0,-90.3265,109.1165,1048.3961,-90.3265,109.1165,1048.3961,-0.0203,-0.0223,0.0243,0.9993
1.797,354,0,-95.775,108.6722,1050.1945,-95.775,108.6722,1050.1945,0.0269,0.0036,0.0252,0.9993
1.808,354,0,-95.775,108.6722,1050.1945,-95.775,108.6722,1050.1945,0.0269,0.0036,0.0252,0.9993
1.8172,354,0,-93.6052,110.212,1041.439,-93.6052,110.212,1041.439,0.0315,0.0011,0.0254,0.9992
1.8285,354,0,-93.6052,110.212,1041.439,-93.6052,110.212,1041.439,0.0315,0.0011,0.0254,0.9992
1.8397,354,0,-47.0865,57.5678,1049.4269,-47.0865,57.5678,1049.4269,0.021,0.0309,0.031,0.9988
1.8519,354,0,-47.0865,57.5678,1049.4269,-47.0865,57.5678,1049.4269,0.021,0.0309,0.031,0.9988
1.8638,354,0,-69.5453,85.0117,1041.6833,-69.5453,85.0117,1041.6833,0.0278,0.0051,0.0242,0.9993
1.8758,354,0,-69.5453,85.0117,1041.6833,-69.5453,85.0117,1041.6833,0.0278,0.0051,0.0242,0.9993
1.8849,354,0,-69.5453,85.0117,1041.6833,-69.5453,85.0117,1041.6833,0.0278,0.0051,0.0242,0.9993
1.8963,354,0,-47.0865,57.5678,1049.4269,-47.0865,57.5678,1049.4269,0.021,0.0309,0.031,0.9988
1.9078,354,0,-47.0865,57.5678,1049.4269,-47.0865,57.5678,1049.4269,0.021,0.0309,0.031,0.9988
1.9198,354,0,-47.0865,57.5678,1049.4269,-47.0865,57.5678,1049.4269,0.021,0.0309,0.031,0.9988
1.932,354,0,-47.0865,57.5678,1049.4269,-47.0865,57.5678,1049.4269,0.021,0.0309,0.031,0.9988
1.9438,354,0,-69.5453,85.0117,1041.6833,-69.5453,85.0117,1041.6833,0.0278,0.0051,0.0242,0.9993
1.9523,354,0,-69.5453,85.0117,1041.6833,-69.5453,85.0117,1041.6833,0.0278,0.0051,0.0242,0.9993
1.9638,354,0,-106.2762,117.3548,1046.3069,-106.2762,117.3548,1046.3069,0.0051,-0.0075,0.0247,0.9997
1.9758,354,0,-106.2762,117.3548,1046.3069,-106.2762,117.3548,1046.3069,0.0051,-0.0075,0.0247,0.9997
2.0319,354,0,-100.9606,110.9137,1054.0975,-100.9606,110.9137,1054.0975,0.0245,0.0077,0.025,0.9994
2.0439,354,0,-100.9606,110.9137,1054.0975,-100.9606,110.9137,1054.0975,0.0245,0.0077,0.025,0.9994
2.056,354,0,-100.9606,110.9137,1054.0975,-100.9606,110.9137,1054.0975,0.0245,0.0077,0.025,0.9994
2.0681,354,0,-120.7942,134.9793,1041.6833,-120.7942,134.9793,1041.6833,0.2908,-0.2788,0.0212,0.915
2.0768,354,0,-120.7942,134.9793,1041.6833,-120.7942,134.9793,1041.6833,0.2908,-0.2788,0.0212,0.915
2.0879,354,0,-149.0731,149.0704,1049.4269,-149.0731,149.0704,1049.4269,0.2432,-0.312,0.0145,0.9183
2.1006,354,0,-149.0731,149.0704,1049.4269,-149.0731,149.0704,1049.4269,0.2432,-0.312,0.0145,0.9183
2.1121,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.124,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.1359,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.1447,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.1559,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.1679,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.1797,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.1922,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.2019,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.212,354,0,-109.116,105.6525,1049.4271,-109.116,105.6525,1049.4271,0.0365,0.0427,0.0329,0.9979
2.2241,354,0,-109.116,105.6525,1049.4271,-109.116,105.6525,1049.4271,0.0365,0.0427,0.0329,0.9979
2.236,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.2479,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.2608,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.2695,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.2798,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.2921,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.304,354,0,-107.2575,127.4624,1049.4271,-107.2575,127.4624,1049.4271,-0.0418,-0.0461,0.0143,0.998
2.316,354,0,-107.2575,127.4624,1049.4271,-107.2575,127.4624,1049.4271,-0.0418,-0.0461,0.0143,0.998
2.3249,354,0,-107.2575,127.4624,1049.4271,-107.2575,127.4624,1049.4271,-0.0418,-0.0461,0.0143,0.998
2.3359,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.348,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.36,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.3731,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.3841,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.3929,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.4041,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.4161,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.4279,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.4399,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.4519,354,0,-111.2555,107.1549,1048.661,-111.2555,107.1549,1048.661,0.0335,0.0276,0.0307,0.9986
2.4608,354,0,-111.2555,107.1549,1048.661,-111.2555,107.1549,1048.661,0.0335,0.0276,0.0307,0.9986
2.472,354,0,-111.2555,107.1549,1048.661,-111.2555,107.1549,1048.661,0.0335,0.0276,0.0307,0.9986
2.4838,354,0,-111.2555,107.1549,1048.661,-111.2555,107.1549,1048.661,0.0335,0.0276,0.0307,0.9986
2.4959,354,0,-111.2555,107.1549,1048.661,-111.2555,107.1549,1048.661,0.0335,0.0276,0.0307,0.9986
2.508,354,0,-103.074,114.1149,1049.4271,-103.074,114.1149,1049.4271,-0.0154,-0.0153,0.0235,0.9995
2.5175,354,0,-103.074,114.1149,1049.4271,-103.074,114.1149,1049.4271,-0.0154,-0.0153,0.0235,0.9995
2.5279,354,0,-19.2789,11.7572,36.1971,-19.2789,11.7572,36.1971,-0.0946,-0.8104,0.2808,0.5054
2.5396,354,0,-19.2789,11.7572,36.1971,-19.2789,11.7572,36.1971,-0.0946,-0.8104,0.2808,0.5054
2.552,354,0,-100.0381,108.2788,1012.3037,-100.0381,108.2788,1012.3037,0.0325,0.0255,0.0296,0.9987
2.5639,354,0,-100.0381,108.2788,1012.3037,-100.0381,108.2788,1012.3037,0.0325,0.0255,0.0296,0.9987
2.5762,354,0,-104.0376,116.1554,1024.1764,-104.0376,116.1554,1024.1764,-0.0042,0.0004,0.0295,0.9996
2.5851,354,0,-104.0376,116.1554,1024.1764,-104.0376,116.1554,1024.1764,-0.0042,0.0004,0.0295,0.9996
2.5959,354,0,-104.0376,116.1554,1024.1764,-104.0376,116.1554,1024.1764,-0.0042,0.0004,0.0295,0.9996
2.608,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.6199,354,0,-109.1619,113.6328,1049.4271,-109.1619,113.6328,1049.4271,0.0312,-0.0274,0.0243,0.9988
2.6325,354,0,-102.2969,115.6325,1049.4271,-102.2969,115.6325,1049.4271,-0.0242,-0.0191,0.0228,0.9993
2.644,354,0,-102.2969,115.6325,1049.4271,-102.2969,115.6325,1049.4271,-0.0242,-0.0191,0.0228,0.9993
2.6527,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.6641,354,0,-107.4157,113.6328,1049.4271,-107.4157,113.6328,1049.4271,0.0312,-0.0276,0.0242,0.9988
2.6761,354,0,-100.8915,112.3629,1040.6676,-100.8915,112.3629,1040.6676,-0.0075,-0.0104,0.0238,0.9996
2.6879,354,0,-100.8915,112.3629,1040.6676,-100.8915,112.3629,1040.6676,-0.0075,-0.0104,0.0238,0.9996
2.701,354,0,-78.2119,86.7482,1041.6833,-78.2119,86.7482,1041.6833,0.0273,0.0052,0.0243,0.9993
2.7101,354,0,-78.2119,86.7482,1041.6833,-78.2119,86.7482,1041.6833,0.0273,0.0052,0.0243,0.9993
2.7199,354,0,-100.7106,112.054,1041.6833,-100.7106,112.054,1041.6833,0.0046,-0.0142,0.024,0.9996
2.7322,354,0,-100.7106,112.054,1041.6833,-100.7106,112.054,1041.6833,0.0046,-0.0142,0.024,0.9996
2.7439,354,0,-78.2119,86.7482,1041.6833,-78.2119,86.7482,1041.6833,0.0273,0.0052,0.0243,0.9993
2.7559,354,0,-78.2119,86.7482,1041.6833,-78.2119,86.7482,1041.6833,0.0273,0.0052,0.0243,0.9993
2.768,354,0,-112.1914,113.5499,1048.661,-112.1914,113.5499,1048.661,0.0007,0.0001,0.0313,0.9995
2.7767,354,0,-112.1914,113.5499,1048.661,-112.1914,113.5499,1048.661,0.0007,0.0001,0.0313,0.9995
2.788,354,0,-112.1914,113.5499,1048.661,-112.1914,113.5499,1048.661,0.0007,0.0001,0.0313,0.9995
2.7999,354,0,-29.8069,-177.5264,36.1063,-29.8069,-177.5264,36.1063,-0.4,0.4027,0.1923,0.8005
2.8121,354,0,-29.8069,-177.5264,36.1063,-29.8069,-177.5264,36.1063,-0.4,0.4027,0.1923,0.8005
2.8239,354,0,-102.2188,119.1392,1040.903,-102.2188,119.1392,1040.903,-0.0073,-0.0142,0.0252,0.9996
2.836,354,0,-102.2188,119.1392,1040.903,-102.2188,119.1392,1040.903,-0.0073,-0.0142,0.0252,0.9996
2.8449,354,0,-76.4786,86.7482,1041.6833,-76.4786,86.7482,1041.6833,0.0274,0.0051,0.0243,0.9993
2.856,354,0,-76.4786,86.7482,1041.6833,-76.4786,86.7482,1041.6833,0.0274,0.0051,0.0243,0.9993
