t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,dx_mm,dy_mm,dz_mm,qx,qy,qz,qw
5.7922,354,0,-47.7561,104.0757,1025.0903,-47.7561,104.0757,1025.0903,0.0185,-0.0025,0.0242,0.9995
5.804,354,0,-47.7561,104.0757,1025.0903,-47.7561,104.0757,1025.0903,0.0185,-0.0025,0.0242,0.9995
5.816,354,0,-47.2363,103.8676,1025.0903,-47.2363,103.8676,1025.0903,0.0202,-0.0053,0.0234,0.9995
5.8281,354,0,-47.2363,103.8676,1025.0903,-47.2363,103.8676,1025.0903,0.0202,-0.0053,0.0234,0.9995
5.8368,354,0,-47.2363,103.8676,1025.0903,-47.2363,103.8676,1025.0903,0.0202,-0.0053,0.0234,0.9995
5.8487,354,0,-47.9759,104.9863,1031.3738,-47.9759,104.9863,1031.3738,0.0107,-0.0066,0.0231,0.9997
5.8602,354,0,-47.9759,104.9863,1031.3738,-47.9759,104.9863,1031.3738,0.0107,-0.0066,0.0231,0.9997
5.8722,354,0,-47.1749,103.8905,1025.0903,-47.1749,103.8905,1025.0903,0.0181,-0.0051,0.0233,0.9996
5.8841,354,0,-47.1749,103.8905,1025.0903,-47.1749,103.8905,1025.0903,0.0181,-0.0051,0.0233,0.9996
5.8927,354,0,-48.5136,103.9304,1024.1464,-48.5136,103.9304,1024.1464,0.0299,0.0091,0.0264,0.9992
5.9042,354,0,-48.5136,103.9304,1024.1464,-48.5136,103.9304,1024.1464,0.0299,0.0091,0.0264,0.9992
5.916,354,0,-51.9677,102.7947,1025.0903,-51.9677,102.7947,1025.0903,0.0293,0.0067,0.0262,0.9992
5.9282,354,0,-51.9677,102.7947,1025.0903,-51.9677,102.7947,1025.0903,0.0293,0.0067,0.0262,0.9992
5.9402,354,0,-49.5686,104.6073,1034.0529,-49.5686,104.6073,1034.0529,0.0177,0.0037,0.0242,0.9995
5.9521,354,0,-49.5686,104.6073,1034.0529,-49.5686,104.6073,1034.0529,0.0177,0.0037,0.0242,0.9995
5.9609,354,0,-48.682,105.1044,1033.309,-48.682,105.1044,1033.309,0.0164,-0.0025,0.0238,0.9996
5.972,354,0,-48.682,105.1044,1033.309,-48.682,105.1044,1033.309,0.0164,-0.0025,0.0238,0.9996
5.9841,354,0,-1.8412,4.0722,39.9981,-1.8412,4.0722,39.9981,0.2177,-0.5381,0.175,0.7953
5.996,354,0,-1.8412,4.0722,39.9981,-1.8412,4.0722,39.9981,0.2177,-0.5381,0.175,0.7953
6.0084,354,0,-46.4795,103.0962,1017.7001,-46.4795,103.0962,1017.7001,0.0134,-0.0049,0.0228,0.9996
6.0202,354,0,-46.4795,103.0962,1017.7001,-46.4795,103.0962,1017.7001,0.0134,-0.0049,0.0228,0.9996
6.029,354,0,-46.9697,103.6967,1025.0903,-46.9697,103.6967,1025.0903,0.0179,-0.0053,0.0234,0.9996
6.04,354,0,-46.9697,103.6967,1025.0903,-46.9697,103.6967,1025.0903,0.0179,-0.0053,0.0234,0.9996
6.052,354,0,-47.2936,103.6658,1024.1464,-47.2936,103.6658,1024.1464,0.02,-0.0032,0.0235,0.9995
6.0641,354,0,-47.2936,103.6658,1024.1464,-47.2936,103.6658,1024.1464,0.02,-0.0032,0.0235,0.9995
6.0769,354,0,-46.2115,103.5114,1024.1464,-46.2115,103.5114,1024.1464,0.0251,-0.0087,0.0226,0.9994
6.0855,354,0,-46.2115,103.5114,1024.1464,-46.2115,103.5114,1024.1464,0.0251,-0.0087,0.0226,0.9994
6.0961,354,0,-46.2115,103.5114,1024.1464,-46.2115,103.5114,1024.1464,0.0251,-0.0087,0.0226,0.9994
6.1081,354,0,-47.568,104.535,1033.309,-47.568,104.535,1033.309,0.0166,-0.0055,0.0233,0.9996
6.1204,354,0,-47.568,104.535,1033.309,-47.568,104.535,1033.309,0.0166,-0.0055,0.0233,0.9996
6.1319,354,0,-47.8585,104.5631,1033.309,-47.8585,104.5631,1033.309,0.0145,-0.0042,0.0236,0.9996
6.1444,354,0,-47.8585,104.5631,1033.309,-47.8585,104.5631,1033.309,0.0145,-0.0042,0.0236,0.9996
6.153,354,0,-46.3025,103.0635,1017.0015,-46.3025,103.0635,1017.0015,0.0189,-0.0079,0.0228,0.9995
6.1639,354,0,-46.3025,103.0635,1017.0015,-46.3025,103.0635,1017.0015,0.0189,-0.0079,0.0228,0.9995
6.176,354,0,-48.4884,105.2016,1033.309,-48.4884,105.2016,1033.309,0.0093,0.0009,0.0235,0.9997
6.1879,354,0,-48.4884,105.2016,1033.309,-48.4884,105.2016,1033.309,0.0093,0.0009,0.0235,0.9997
6.2002,354,0,-48.3195,104.1695,1025.0903,-48.3195,104.1695,1025.0903,0.0131,-0.0006,0.0238,0.9996
6.2121,354,0,-48.3195,104.1695,1025.0903,-48.3195,104.1695,1025.0903,0.0131,-0.0006,0.0238,0.9996
6.2209,354,0,-48.8583,104.6663,1033.3202,-48.8583,104.6663,1033.3202,0.0165,-0.0006,0.024,0.9996
6.232,354,0,-48.8583,104.6663,1033.3202,-48.8583,104.6663,1033.3202,0.0165,-0.0006,0.024,0.9996
6.244,354,0,-49.0665,104.308,1026.2854,-49.0665,104.308,1026.2854,0.0192,-0.0018,0.0242,0.9995
6.256,354,0,-49.0665,104.308,1026.2854,-49.0665,104.308,1026.2854,0.0192,-0.0018,0.0242,0.9995
6.268,354,0,-49.8177,103.7585,1025.0903,-49.8177,103.7585,1025.0903,0.0216,-0.0018,0.0241,0.9995
6.277,354,0,-49.8177,103.7585,1025.0903,-49.8177,103.7585,1025.0903,0.0216,-0.0018,0.0241,0.9995
6.288,354,0,-50.7228,104.2982,1025.8114,-50.7228,104.2982,1025.8114,0.0177,-0.0002,0.0242,0.9996
6.3001,354,0,-50.7228,104.2982,1025.8114,-50.7228,104.2982,1025.8114,0.0177,-0.0002,0.0242,0.9996
6.3123,354,0,-50.3352,103.3363,1017.6994,-50.3352,103.3363,1017.6994,0.0168,-0.0024,0.0239,0.9996
6.324,354,0,-50.3352,103.3363,1017.6994,-50.3352,103.3363,1017.6994,0.0168,-0.0024,0.0239,0.9996
6.336,354,0,-51.417,104.6072,1025.0903,-51.417,104.6072,1025.0903,0.0166,-0.0032,0.0239,0.9996
6.3451,354,0,-51.417,104.6072,1025.0903,-51.417,104.6072,1025.0903,0.0166,-0.0032,0.0239,0.9996
6.356,354,0,-51.417,104.6072,1025.0903,-51.417,104.6072,1025.0903,0.0166,-0.0032,0.0239,0.9996
6.3681,354,0,-52.3933,104.9926,1031.3738,-52.3933,104.9926,1031.3738,0.0149,-0.0045,0.0236,0.9996
6.3802,354,0,-52.3933,104.9926,1031.3738,-52.3933,104.9926,1031.3738,0.0149,-0.0045,0.0236,0.9996
6.392,354,0,-52.6801,104.1914,1025.0903,-52.6801,104.1914,1025.0903,0.0197,-0.0028,0.0239,0.9995
6.4042,354,0,-52.8637,103.8383,1017.7001,-52.8637,103.8383,1017.7001,0.0183,-0.0037,0.0238,0.9995
6.413,354,0,-52.8637,103.8383,1017.7001,-52.8637,103.8383,1017.7001,0.0183,-0.0037,0.0238,0.9995
6.424,354,0,-52.8637,103.8383,1017.7001,-52.8637,103.8383,1017.7001,0.0183,-0.0037,0.0238,0.9995
6.4359,354,0,-53.7133,105.1927,1032.5886,-53.7133,105.1927,1032.5886,0.0189,-0.006,0.0231,0.9995
6.4481,354,0,-53.7133,105.1927,1032.5886,-53.7133,105.1927,1032.5886,0.0189,-0.006,0.0231,0.9995
6.46,354,0,-53.3075,103.8262,1018.4,-53.3075,103.8262,1018.4,0.0159,-0.006,0.0235,0.9996
6.4686,354,0,-53.3075,103.8262,1018.4,-53.3075,103.8262,1018.4,0.0159,-0.006,0.0235,0.9996
6.48,354,0,-54.9956,104.774,1025.0903,-54.9956,104.774,1025.0903,0.0184,-0.004,0.0237,0.9995
6.4919,354,0,-54.9956,104.774,1025.0903,-54.9956,104.774,1025.0903,0.0184,-0.004,0.0237,0.9995
6.5041,354,0,-55.5234,104.7453,1025.0903,-55.5234,104.7453,1025.0903,0.0184,-0.0038,0.024,0.9995
6.5161,354,0,-55.5234,104.7453,1025.0903,-55.5234,104.7453,1025.0903,0.0184,-0.0038,0.024,0.9995
6.528,354,0,-56.4953,105.6373,1033.3202,-56.4953,105.6373,1033.3202,0.0186,-0.0068,0.0236,0.9995
6.5366,354,0,-56.4953,105.6373,1033.3202,-56.4953,105.6373,1033.3202,0.0186,-0.0068,0.0236,0.9995
6.5481,354,0,-57.165,103.5165,1016.735,-57.165,103.5165,1016.735,0.0223,-0.0032,0.0241,0.9995
6.56,354,0,-57.165,103.5165,1016.735,-57.165,103.5165,1016.735,0.0223,-0.0032,0.0241,0.9995
6.5718,354,0,-56.7868,104.9378,1025.0903,-56.7868,104.9378,1025.0903,0.0155,-0.0028,0.0235,0.9996
6.5841,354,0,-56.7868,104.9378,1025.0903,-56.7868,104.9378,1025.0903,0.0155,-0.0028,0.0235,0.9996
6.596,354,0,-55.8071,103.8846,1017.7003,-55.8071,103.8846,1017.7003,0.0164,-0.0043,0.0234,0.9996
6.6047,354,0,-55.8071,103.8846,1017.7003,-55.8071,103.8846,1017.7003,0.0164,-0.0043,0.0234,0.9996
6.616,354,0,-55.8071,103.8846,1017.7003,-55.8071,103.8846,1017.7003,0.0164,-0.0043,0.0234,0.9996
6.6278,354,0,-56.1312,104.0775,1017.7003,-56.1312,104.0775,1017.7003,0.017,-0.0018,0.0241,0.9996
6.64,354,0,-56.1312,104.0775,1017.7003,-56.1312,104.0775,1017.7003,0.017,-0.0018,0.0241,0.9996
6.6521,354,0,-55.705,103.7124,1016.769,-55.705,103.7124,1016.769,0.0156,-0.0048,0.0233,0.9996
6.6617,354,0,-55.705,103.7124,1016.769,-55.705,103.7124,1016.769,0.0156,-0.0048,0.0233,0.9996
6.6719,354,0,-56.2346,104.7142,1024.1464,-56.2346,104.7142,1024.1464,0.0213,-0.0065,0.0234,0.9995
6.6839,354,0,-56.2346,104.7142,1024.1464,-56.2346,104.7142,1024.1464,0.0213,-0.0065,0.0234,0.9995
6.6959,354,0,-56.566,103.2924,1010.405,-56.566,103.2924,1010.405,0.0237,-0.0049,0.0232,0.9994
6.7079,354,0,-56.566,103.2924,1010.405,-56.566,103.2924,1010.405,0.0237,-0.0049,0.0232,0.9994
6.72,354,0,-55.6772,103.9269,1018.4,-55.6772,103.9269,1018.4,0.0211,-0.0081,0.0228,0.9995
6.729,354,0,-55.6772,103.9269,1018.4,-55.6772,103.9269,1018.4,0.0211,-0.0081,0.0228,0.9995
6.7404,354,0,-55.8227,103.8045,1016.769,-55.8227,103.8045,1016.769,0.0191,-0.0078,0.0236,0.9995
6.7521,354,0,-55.8227,103.8045,1016.769,-55.8227,103.8045,1016.769,0.0191,-0.0078,0.0236,0.9995
6.7641,354,0,-56.0416,103.8484,1017.0015,-56.0416,103.8484,1017.0015,0.0184,-0.0047,0.023,0.9996
6.776,354,0,-56.0416,103.8484,1017.0015,-56.0416,103.8484,1017.0015,0.0184,-0.0047,0.023,0.9996
6.7846,354,0,-55.1892,103.2091,1010.405,-55.1892,103.2091,1010.405,0.0219,-0.0084,0.0228,0.9995
6.796,354,0,-55.1892,103.2091,1010.405,-55.1892,103.2091,1010.405,0.0219,-0.0084,0.0228,0.9995
6.8084,354,0,-57.1102,102.3645,999.6162,-57.1102,102.3645,999.6162,0.0255,0.0024,0.0249,0.9994
6.8201,354,0,-57.1102,102.3645,999.6162,-57.1102,102.3645,999.6162,0.0255,0.0024,0.0249,0.9994
6.8321,354,0,-54.9389,102.9189,1009.4977,-54.9389,102.9189,1009.4977,0.0233,-0.0057,0.0232,0.9994
6.8439,354,0,-54.9389,102.9189,1009.4977,-54.9389,102.9189,1009.4977,0.0233,-0.0057,0.0232,0.9994
6.8528,354,0,-54.9389,102.9189,1009.4977,-54.9389,102.9189,1009.4977,0.0233,-0.0057,0.0232,0.9994
6.864,354,0,-54.3645,103.1032,1010.405,-54.3645,103.1032,1010.405,0.0247,-0.0092,0.0227,0.9994
6.876,354,0,-54.3645,103.1032,1010.405,-54.3645,103.1032,1010.405,0.0247,-0.0092,0.0227,0.9994
6.888,354,0,-55.2491,103.2373,1010.405,-55.2491,103.2373,1010.405,0.0222,-0.004,0.0236,0.9995
6.9002,354,0,-55.2491,103.2373,1010.405,-55.2491,103.2373,1010.405,0.0222,-0.004,0.0236,0.9995
6.9121,354,0,-53.5036,102.2154,1003.2136,-53.5036,102.2154,1003.2136,0.0268,-0.0115,0.0225,0.9993
6.9207,354,0,-53.5036,102.2154,1003.2136,-53.5036,102.2154,1003.2136,0.0268,-0.0115,0.0225,0.9993
6.932,354,0,-54.8054,102.7769,1008.8103,-54.8054,102.7769,1008.8103,0.025,-0.005,0.0233,0.9994
6.9439,354,0,-54.8054,102.7769,1008.8103,-54.8054,102.7769,1008.8103,0.025,-0.005,0.0233,0.9994
6.956,354,0,-55.0375,103.8461,1017.0015,-55.0375,103.8461,1017.0015,0.0183,-0.0073,0.023,0.9995
6.9684,354,0,-55.0375,103.8461,1017.0015,-55.0375,103.8461,1017.0015,0.0183,-0.0073,0.023,0.9995
6.977,354,0,-54.1491,102.4369,1003.2136,-54.1491,102.4369,1003.2136,0.0227,-0.0079,0.0228,0.9995
6.9879,354,0,-54.1491,102.4369,1003.2136,-54.1491,102.4369,1003.2136,0.0227,-0.0079,0.0228,0.9995
6.9999,354,0,-55.8541,102.2222,1003.2136,-55.8541,102.2222,1003.2136,0.0259,-0.0042,0.0234,0.9994
7.0119,354,0,-55.8541,102.2222,1003.2136,-55.8541,102.2222,1003.2136,0.0259,-0.0042,0.0234,0.9994
7.024,354,0,-55.9765,102.2339,1003.2134,-55.9765,102.2339,1003.2134,0.0238,-0.0025,0.0239,0.9994
7.036,354,0,-55.9765,102.2339,1003.2134,-55.9765,102.2339,1003.2134,0.0238,-0.0025,0.0239,0.9994
7.0446,354,0,-53.645,102.2382,1003.2134,-53.645,102.2382,1003.2134,0.0273,-0.01,0.0225,0.9993
7.0562,354,0,-53.645,102.2382,1003.2134,-53.645,102.2382,1003.2134,0.0273,-0.01,0.0225,0.9993
7.0681,354,0,-55.0992,103.047,1010.405,-55.0992,103.047,1010.405,0.02,-0.0047,0.0233,0.9995
7.0799,354,0,-55.0992,103.047,1010.405,-55.0992,103.047,1010.405,0.02,-0.0047,0.0233,0.9995
7.0918,354,0,-54.9331,102.9945,1010.405,-54.9331,102.9945,1010.405,0.0238,-0.0049,0.0234,0.9994
7.1041,354,0,-54.9331,102.9945,1010.405,-54.9331,102.9945,1010.405,0.0238,-0.0049,0.0234,0.9994
7.1131,354,0,-54.9331,102.9945,1010.405,-54.9331,102.9945,1010.405,0.0238,-0.0049,0.0234,0.9994
7.124,354,0,-54.6775,103.657,1017.0015,-54.6775,103.657,1017.0015,0.023,-0.0093,0.023,0.9994
7.136,354,0,-54.6775,103.657,1017.0015,-54.6775,103.657,1017.0015,0.023,-0.0093,0.023,0.9994
7.148,354,0,-55.9957,102.9074,1010.4046,-55.9957,102.9074,1010.4046,0.0296,-0.0035,0.0237,0.9993
7.1601,354,0,-55.9957,102.9074,1010.4046,-55.9957,102.9074,1010.4046,0.0296,-0.0035,0.0237,0.9993
7.169,354,0,-54.7606,102.2564,1002.9872,-54.7606,102.2564,1002.9872,0.0236,-0.0037,0.0236,0.9994
7.18,354,0,-54.7606,102.2564,1002.9872,-54.7606,102.2564,1002.9872,0.0236,-0.0037,0.0236,0.9994
7.1921,354,0,-55.2345,103.807,1017.6994,-55.2345,103.807,1017.6994,0.0196,-0.005,0.0233,0.9995
7.204,354,0,-55.2345,103.807,1017.6994,-55.2345,103.807,1017.6994,0.0196,-0.005,0.0233,0.9995
7.216,354,0,-2.0842,3.9171,38.4183,-2.0842,3.9171,38.4183,0.2174,-0.5408,0.1756,0.7934
7.2282,354,0,-2.0842,3.9171,38.4183,-2.0842,3.9171,38.4183,0.2174,-0.5408,0.1756,0.7934
7.2369,354,0,-54.5324,102.9927,1010.405,-54.5324,102.9927,1010.405,0.0244,-0.0071,0.0228,0.9994
7.248,354,0,-54.5324,102.9927,1010.405,-54.5324,102.9927,1010.405,0.0244,-0.0071,0.0228,0.9994
7.26,354,0,-54.9682,103.0296,1010.405,-54.9682,103.0296,1010.405,0.0204,-0.0049,0.0233,0.9995
7.2721,354,0,-54.9682,103.0296,1010.405,-54.9682,103.0296,1010.405,0.0204,-0.0049,0.0233,0.9995
7.284,354,0,-53.0866,101.5396,1000.7665,-53.0866,101.5396,1000.7665,0.0297,-0.0115,0.0218,0.9993
7.2971,354,0,-53.0866,101.5396,1000.7665,-53.0866,101.5396,1000.7665,0.0297,-0.0115,0.0218,0.9993
7.3058,354,0,-54.9597,102.9984,1008.8103,-54.9597,102.9984,1008.8103,0.0308,-0.0004,0.0243,0.9992
7.316,354,0,-54.9597,102.9984,1008.8103,-54.9597,102.9984,1008.8103,0.0308,-0.0004,0.0243,0.9992
7.3287,354,0,-54.9597,102.9984,1008.8103,-54.9597,102.9984,1008.8103,0.0308,-0.0004,0.0243,0.9992
7.3401,354,0,-54.9029,103.0472,1010.405,-54.9029,103.0472,1010.405,0.0211,-0.0061,0.0229,0.9995
7.352,354,0,-54.9029,103.0472,1010.405,-54.9029,103.0472,1010.405,0.0211,-0.0061,0.0229,0.9995
7.361,354,0,-52.7731,101.7932,1001.1589,-52.7731,101.7932,1001.1589,0.0262,-0.0069,0.0231,0.9994
7.3721,354,0,-52.7731,101.7932,1001.1589,-52.7731,101.7932,1001.1589,0.0262,-0.0069,0.0231,0.9994
7.384,354,0,-54.8943,102.9101,1010.405,-54.8943,102.9101,1010.405,0.0233,-0.0057,0.0231,0.9994
7.3961,354,0,-54.8943,102.9101,1010.405,-54.8943,102.9101,1010.405,0.0233,-0.0057,0.0231,0.9994
7.4084,354,0,-55.0203,103.0219,1010.405,-55.0203,103.0219,1010.405,0.0227,-0.0051,0.0232,0.9995
7.42,354,0,-55.0203,103.0219,1010.405,-55.0203,103.0219,1010.405,0.0227,-0.0051,0.0232,0.9995
7.4291,354,0,-55.2043,103.4685,1017.0015,-55.2043,103.4685,1017.0015,0.0211,-0.0064,0.0232,0.9995
7.4401,354,0,-55.2043,103.4685,1017.0015,-55.2043,103.4685,1017.0015,0.0211,-0.0064,0.0232,0.9995
7.452,354,0,-55.2261,103.6207,1017.0015,-55.2261,103.6207,1017.0015,0.0251,-0.0064,0.0234,0.9994
7.464,354,0,-55.2261,103.6207,1017.0015,-55.2261,103.6207,1017.0015,0.0251,-0.0064,0.0234,0.9994
7.4769,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
7.4855,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
7.4959,354,0,-55.4016,102.895,1010.405,-55.4016,102.895,1010.405,0.0204,-0.0043,0.0235,0.9995
7.5077,354,0,-55.4016,102.895,1010.405,-55.4016,102.895,1010.405,0.0204,-0.0043,0.0235,0.9995
7.5201,354,0,-54.7361,102.7985,1008.8103,-54.7361,102.7985,1008.8103,0.026,-0.0075,0.0234,0.9994
7.5322,354,0,-54.7361,102.7985,1008.8103,-54.7361,102.7985,1008.8103,0.026,-0.0075,0.0234,0.9994
7.5441,354,0,-54.3327,102.8044,1008.8103,-54.3327,102.8044,1008.8103,0.0259,-0.0091,0.023,0.9994
7.5527,354,0,-54.3327,102.8044,1008.8103,-54.3327,102.8044,1008.8103,0.0259,-0.0091,0.023,0.9994
7.5641,354,0,-54.3327,102.8044,1008.8103,-54.3327,102.8044,1008.8103,0.0259,-0.0091,0.023,0.9994
7.5759,354,0,-54.7322,102.2363,1010.405,-54.7322,102.2363,1010.405,0.0234,-0.0092,0.0226,0.9994
7.5881,354,0,-54.7322,102.2363,1010.405,-54.7322,102.2363,1010.405,0.0234,-0.0092,0.0226,0.9994
7.6001,354,0,-55.4235,103.0161,1010.405,-55.4235,103.0161,1010.405,0.0227,-0.0035,0.0236,0.9995
7.6121,354,0,-55.4235,103.0161,1010.405,-55.4235,103.0161,1010.405,0.0227,-0.0035,0.0236,0.9995
7.6207,354,0,-54.5184,102.2553,1003.2136,-54.5184,102.2553,1003.2136,0.0248,-0.0077,0.0233,0.9994
7.632,354,0,-54.5184,102.2553,1003.2136,-54.5184,102.2553,1003.2136,0.0248,-0.0077,0.0233,0.9994
7.644,354,0,-55.0641,103.0119,1010.405,-55.0641,103.0119,1010.405,0.0234,-0.0047,0.0233,0.9994
7.6561,354,0,-55.0641,103.0119,1010.405,-55.0641,103.0119,1010.405,0.0234,-0.0047,0.0233,0.9994
7.6682,354,0,-54.6297,103.0067,1010.405,-54.6297,103.0067,1010.405,0.021,-0.0078,0.023,0.9995
7.6771,354,0,-54.6297,103.0067,1010.405,-54.6297,103.0067,1010.405,0.021,-0.0078,0.023,0.9995
7.6879,354,0,-55.6866,102.2198,1003.2134,-55.6866,102.2198,1003.2134,0.025,-0.0026,0.0237,0.9994
7.7001,354,0,-55.6866,102.2198,1003.2134,-55.6866,102.2198,1003.2134,0.025,-0.0026,0.0237,0.9994
7.712,354,0,-55.1048,103.6538,1017.0015,-55.1048,103.6538,1017.0015,0.0227,-0.0068,0.0233,0.9994
7.7242,354,0,-55.1048,103.6538,1017.0015,-55.1048,103.6538,1017.0015,0.0227,-0.0068,0.0233,0.9994
7.7365,354,0,-54.8262,102.9352,1010.405,-54.8262,102.9352,1010.405,0.0238,-0.0061,0.0234,0.9994
7.7455,354,0,-54.8262,102.9352,1010.405,-54.8262,102.9352,1010.405,0.0238,-0.0061,0.0234,0.9994
7.756,354,0,-54.8262,102.9352,1010.405,-54.8262,102.9352,1010.405,0.0238,-0.0061,0.0234,0.9994
7.7681,354,0,-55.2612,103.6559,1017.0015,-55.2612,103.6559,1017.0015,0.0216,-0.0064,0.0234,0.9995
7.78,354,0,-55.2612,103.6559,1017.0015,-55.2612,103.6559,1017.0015,0.0216,-0.0064,0.0234,0.9995
7.7921,354,0,-54.9029,103.0472,1010.405,-54.9029,103.0472,1010.405,0.0211,-0.0061,0.0229,0.9995
7.804,354,0,-54.9029,103.0472,1010.405,-54.9029,103.0472,1010.405,0.0211,-0.0061,0.0229,0.9995
7.8127,354,0,-55.2382,103.003,1010.405,-55.2382,103.003,1010.405,0.0216,-0.0054,0.0236,0.9995
7.8241,354,0,-55.2382,103.003,1010.405,-55.2382,103.003,1010.405,0.0216,-0.0054,0.0236,0.9995
7.8361,354,0,-54.7719,103.0298,1010.405,-54.7719,103.0298,1010.405,0.0215,-0.0063,0.023,0.9995
7.848,354,0,-54.7719,103.0298,1010.405,-54.7719,103.0298,1010.405,0.0215,-0.0063,0.023,0.9995
7.8603,354,0,-55.0203,103.0219,1010.405,-55.0203,103.0219,1010.405,0.0227,-0.0051,0.0232,0.9995
7.8691,354,0,-55.0203,103.0219,1010.405,-55.0203,103.0219,1010.405,0.0227,-0.0051,0.0232,0.9995
7.8812,354,0,-56.4431,102.8565,1010.4046,-56.4431,102.8565,1010.4046,0.0261,-0.0022,0.0243,0.9994
7.8922,354,0,-56.4431,102.8565,1010.4046,-56.4431,102.8565,1010.4046,0.0261,-0.0022,0.0243,0.9994
7.9041,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
7.916,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
7.9284,354,0,-54.4226,102.8351,1008.8103,-54.4226,102.8351,1008.8103,0.0241,-0.0075,0.0231,0.9994
7.9372,354,0,-54.4226,102.8351,1008.8103,-54.4226,102.8351,1008.8103,0.0241,-0.0075,0.0231,0.9994
7.948,354,0,-55.1265,102.0238,1002.9871,-55.1265,102.0238,1002.9871,0.0276,-0.0006,0.0244,0.9993
7.9603,354,0,-55.1265,102.0238,1002.9871,-55.1265,102.0238,1002.9871,0.0276,-0.0006,0.0244,0.9993
7.9721,354,0,-54.3915,102.9301,1010.405,-54.3915,102.9301,1010.405,0.0215,-0.0091,0.023,0.9995
7.9842,354,0,-54.3915,102.9301,1010.405,-54.3915,102.9301,1010.405,0.0215,-0.0091,0.023,0.9995
7.9962,354,0,-54.5832,102.3012,1003.2136,-54.5832,102.3012,1003.2136,0.0237,-0.0062,0.0232,0.9994
8.0051,354,0,-54.5832,102.3012,1003.2136,-54.5832,102.3012,1003.2136,0.0237,-0.0062,0.0232,0.9994
8.0161,354,0,-54.5832,102.3012,1003.2136,-54.5832,102.3012,1003.2136,0.0237,-0.0062,0.0232,0.9994
8.0285,354,0,-55.4235,103.0161,1010.405,-55.4235,103.0161,1010.405,0.0227,-0.0035,0.0236,0.9995
8.0403,354,0,-55.4235,103.0161,1010.405,-55.4235,103.0161,1010.405,0.0227,-0.0035,0.0236,0.9995
8.0522,354,0,-54.3675,102.8394,1008.8103,-54.3675,102.8394,1008.8103,0.0225,-0.0091,0.023,0.9994
8.0614,354,0,-54.3675,102.8394,1008.8103,-54.3675,102.8394,1008.8103,0.0225,-0.0091,0.023,0.9994
8.072,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
8.0841,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
8.0966,354,0,-54.9761,103.6288,1017.0015,-54.9761,103.6288,1017.0015,0.0239,-0.0076,0.0232,0.9994
8.1081,354,0,-54.9761,103.6288,1017.0015,-54.9761,103.6288,1017.0015,0.0239,-0.0076,0.0232,0.9994
8.12,354,0,-54.5832,102.3012,1003.2136,-54.5832,102.3012,1003.2136,0.0237,-0.0062,0.0232,0.9994
8.1288,354,0,-54.5832,102.3012,1003.2136,-54.5832,102.3012,1003.2136,0.0237,-0.0062,0.0232,0.9994
8.14,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
8.152,354,0,-54.4969,102.274,1003.2136,-54.4969,102.274,1003.2136,0.0248,-0.006,0.0233,0.9994
8.164,354,0,-55.709,102.8679,1010.4046,-55.709,102.8679,1010.4046,0.0299,-0.0031,0.0238,0.9993
8.176,354,0,-55.709,102.8679,1010.4046,-55.709,102.8679,1010.4046,0.0299,-0.0031,0.0238,0.9993
8.1879,354,0,-53.0373,102.0717,1002.5445,-53.0373,102.0717,1002.5445,0.0281,-0.0142,0.0222,0.9993
8.1968,354,0,-53.0373,102.0717,1002.5445,-53.0373,102.0717,1002.5445,0.0281,-0.0142,0.0222,0.9993
8.2083,354,0,-53.0373,102.0717,1002.5445,-53.0373,102.0717,1002.5445,0.0281,-0.0142,0.0222,0.9993
8.22,354,0,-54.8546,103.6618,1017.0015,-54.8546,103.6618,1017.0015,0.0215,-0.0079,0.023,0.9995
8.232,354,0,-54.9744,102.0569,1001.658,-54.9744,102.0569,1001.658,0.0331,0.0001,0.0247,0.9991
8.244,354,0,-54.9744,102.0569,1001.658,-54.9744,102.0569,1001.658,0.0331,0.0001,0.0247,0.9991
8.2528,354,0,-54.9744,102.0569,1001.658,-54.9744,102.0569,1001.658,0.0331,0.0001,0.0247,0.9991
8.2641,354,0,-54.6704,102.8271,1008.8103,-54.6704,102.8271,1008.8103,0.0253,-0.0063,0.0233,0.9994
8.2761,354,0,-54.6704,102.8271,1008.8103,-54.6704,102.8271,1008.8103,0.0253,-0.0063,0.0233,0.9994
8.2878,354,0,-55.437,102.7224,1010.405,-55.437,102.7224,1010.405,0.0283,-0.0004,0.0248,0.9993
8.3,354,0,-55.437,102.7224,1010.405,-55.437,102.7224,1010.405,0.0283,-0.0004,0.0248,0.9993
