t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,320,1,58.6707,75.2808,307.9465,-0.0588,0.0469,-0.0374,0.9965,2027.0000,2028.0000,2028.0000,,,,
0.0077,320,1,58.6707,75.2808,307.9465,-0.0588,0.0469,-0.0374,0.9965,2027.0000,2028.0000,2028.0000,,,,
0.0196,320,1,58.6707,75.2808,307.9465,-0.0588,0.0469,-0.0374,0.9965,2027.0000,2028.0000,2028.0000,,,,
0.0306,320,1,58.6707,75.2808,307.9465,-0.0588,0.0469,-0.0374,0.9965,2027.0000,2028.0000,2028.0000,,,,
0.0428,320,1,60.2401,76.4987,314.9689,-0.0453,0.0558,-0.0396,0.9966,2027.0000,2028.0000,2028.0000,,,,
0.0551,320,1,60.2401,76.4987,314.9689,-0.0453,0.0558,-0.0396,0.9966,2027.0000,2028.0000,2028.0000,,,,
0.0671,320,1,60.2401,76.4987,314.9689,-0.0453,0.0558,-0.0396,0.9966,2027.0000,2028.0000,2028.0000,,,,
0.0752,320,1,60.2401,76.4987,314.9689,-0.0453,0.0558,-0.0396,0.9966,2027.0000,2028.0000,2028.0000,,,,
0.0864,320,1,60.2401,76.4987,314.9689,-0.0453,0.0558,-0.0396,0.9966,2027.0000,2028.0000,2028.0000,,,,
0.0983,320,1,59.8177,76.1300,317.0581,-0.0478,0.0600,-0.0387,0.9963,2027.0000,2028.0000,2028.0000,,,,
0.1109,320,1,59.8177,76.1300,317.0581,-0.0478,0.0600,-0.0387,0.9963,2027.0000,2028.0000,2028.0000,,,,
0.1223,320,1,59.8177,76.1300,317.0581,-0.0478,0.0600,-0.0387,0.9963,2027.0000,2028.0000,2028.0000,,,,
0.1343,320,1,59.8177,76.1300,317.0581,-0.0478,0.0600,-0.0387,0.9963,2027.0000,2028.0000,2028.0000,,,,
0.1445,320,1,59.8177,76.1300,317.0581,-0.0478,0.0600,-0.0387,0.9963,2027.0000,2028.0000,2028.0000,,,,
0.1554,320,0,60.2293,75.7880,318.3667,-0.0358,0.0589,-0.0400,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.1665,320,0,60.2293,75.7880,318.3667,-0.0358,0.0589,-0.0400,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.1790,320,0,60.2293,75.7880,318.3667,-0.0358,0.0589,-0.0400,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.1910,320,0,60.2293,75.7880,318.3667,-0.0358,0.0589,-0.0400,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.1995,320,0,60.2293,75.7880,318.3667,-0.0358,0.0589,-0.0400,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.2115,320,0,61.0111,75.9409,311.4504,-0.0478,0.0463,-0.0414,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2227,320,0,61.0111,75.9409,311.4504,-0.0478,0.0463,-0.0414,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2346,320,0,61.0111,75.9409,311.4504,-0.0478,0.0463,-0.0414,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2480,320,0,61.0111,75.9409,311.4504,-0.0478,0.0463,-0.0414,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2600,320,1,59.1605,75.0813,313.6826,-0.0413,0.0540,-0.0393,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2676,320,1,59.1605,75.0813,313.6826,-0.0413,0.0540,-0.0393,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2802,320,1,59.1605,75.0813,313.6826,-0.0413,0.0540,-0.0393,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.2910,320,1,59.1605,75.0813,313.6826,-0.0413,0.0540,-0.0393,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.3032,320,1,59.1605,75.0813,313.6826,-0.0413,0.0540,-0.0393,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.3159,320,1,62.3744,75.1495,318.7288,-0.0378,0.0559,-0.0427,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.3263,320,1,62.3744,75.1495,318.7288,-0.0378,0.0559,-0.0427,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.3362,320,1,62.3744,75.1495,318.7288,-0.0378,0.0559,-0.0427,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.3471,320,1,62.3744,75.1495,318.7288,-0.0378,0.0559,-0.0427,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.3585,320,1,62.3744,75.1495,318.7288,-0.0378,0.0559,-0.0427,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.3706,320,0,57.5544,75.0789,313.9880,-0.0396,0.0572,-0.0424,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.3823,320,0,57.5544,75.0789,313.9880,-0.0396,0.0572,-0.0424,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.3914,320,0,57.5544,75.0789,313.9880,-0.0396,0.0572,-0.0424,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.4028,320,0,57.5544,75.0789,313.9880,-0.0396,0.0572,-0.0424,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.4151,320,0,57.5544,75.0789,313.9880,-0.0396,0.0572,-0.0424,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.4265,320,0,60.8760,74.2576,312.7605,-0.0440,0.0503,-0.0412,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.4384,320,0,60.8760,74.2576,312.7605,-0.0440,0.0503,-0.0412,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.4506,320,0,60.8760,74.2576,312.7605,-0.0440,0.0503,-0.0412,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.4594,320,0,60.8760,74.2576,312.7605,-0.0440,0.0503,-0.0412,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.4712,320,0,60.8760,74.2576,312.7605,-0.0440,0.0503,-0.0412,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.4837,320,1,59.4729,74.1681,313.5051,-0.0426,0.0548,-0.0396,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.4954,320,1,59.4729,74.1681,313.5051,-0.0426,0.0548,-0.0396,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.5076,320,1,59.4729,74.1681,313.5051,-0.0426,0.0548,-0.0396,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.5151,320,1,59.4729,74.1681,313.5051,-0.0426,0.0548,-0.0396,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.5262,320,1,59.4729,74.1681,313.5051,-0.0426,0.0548,-0.0396,0.9968,2027.0000,2028.0000,2028.0000,,,,
0.5381,320,1,60.1493,74.4782,314.1147,-0.0390,0.0543,-0.0394,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.5505,320,1,60.1493,74.4782,314.1147,-0.0390,0.0543,-0.0394,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.5628,320,1,60.1493,74.4782,314.1147,-0.0390,0.0543,-0.0394,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.5761,320,1,60.1493,74.4782,314.1147,-0.0390,0.0543,-0.0394,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.5836,320,1,60.1493,74.4782,314.1147,-0.0390,0.0543,-0.0394,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.5950,320,1,62.4014,73.7113,314.8016,-0.0413,0.0537,-0.0407,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.6065,320,1,62.4014,73.7113,314.8016,-0.0413,0.0537,-0.0407,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.6185,320,1,62.4014,73.7113,314.8016,-0.0413,0.0537,-0.0407,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.6308,320,1,62.4014,73.7113,314.8016,-0.0413,0.0537,-0.0407,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.6427,320,1,62.4014,73.7113,314.8016,-0.0413,0.0537,-0.0407,0.9969,2027.0000,2028.0000,2028.0000,,,,
0.6510,320,1,60.1122,72.2101,312.5660,-0.0396,0.0543,-0.0391,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.6620,320,1,60.1122,72.2101,312.5660,-0.0396,0.0543,-0.0391,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.6743,320,1,60.1122,72.2101,312.5660,-0.0396,0.0543,-0.0391,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.6881,320,1,60.1122,72.2101,312.5660,-0.0396,0.0543,-0.0391,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.6983,320,1,60.1122,72.2101,312.5660,-0.0396,0.0543,-0.0391,0.9970,2027.0000,2028.0000,2028.0000,,,,
0.7075,320,0,60.3714,71.3057,317.5117,-0.0349,0.0622,-0.0395,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.7183,320,0,60.3714,71.3057,317.5117,-0.0349,0.0622,-0.0395,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.7308,320,0,60.3714,71.3057,317.5117,-0.0349,0.0622,-0.0395,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.7426,320,0,60.3714,71.3057,317.5117,-0.0349,0.0622,-0.0395,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.7542,320,0,60.3714,71.3057,317.5117,-0.0349,0.0622,-0.0395,0.9967,2027.0000,2028.0000,2028.0000,,,,
0.7667,320,1,55.9974,69.0810,311.2669,-0.0369,0.0516,-0.0376,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.7761,320,1,55.9974,69.0810,311.2669,-0.0369,0.0516,-0.0376,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.7870,320,1,55.9974,69.0810,311.2669,-0.0369,0.0516,-0.0376,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.7982,320,1,55.9974,69.0810,311.2669,-0.0369,0.0516,-0.0376,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8109,320,1,55.9974,69.0810,311.2669,-0.0369,0.0516,-0.0376,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8222,320,0,52.0448,68.2380,309.4940,-0.0397,0.0489,-0.0374,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8347,320,0,52.0448,68.2380,309.4940,-0.0397,0.0489,-0.0374,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8429,320,0,52.0448,68.2380,309.4940,-0.0397,0.0489,-0.0374,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8542,320,0,52.0448,68.2380,309.4940,-0.0397,0.0489,-0.0374,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8664,320,0,52.0448,68.2380,309.4940,-0.0397,0.0489,-0.0374,0.9973,2027.0000,2028.0000,2028.0000,,,,
0.8795,320,1,45.3226,66.4815,308.8857,-0.0363,0.0437,-0.0386,0.9976,2027.0000,2028.0000,2028.0000,,,,
0.8912,320,1,45.3226,66.4815,308.8857,-0.0363,0.0437,-0.0386,0.9976,2027.0000,2028.0000,2028.0000,,,,
0.8998,320,1,45.3226,66.4815,308.8857,-0.0363,0.0437,-0.0386,0.9976,2027.0000,2028.0000,2028.0000,,,,
0.9102,320,1,45.3226,66.4815,308.8857,-0.0363,0.0437,-0.0386,0.9976,2027.0000,2028.0000,2028.0000,,,,
0.9226,320,1,45.3226,66.4815,308.8857,-0.0363,0.0437,-0.0386,0.9976,2027.0000,2028.0000,2028.0000,,,,
0.9356,320,1,38.5081,62.7933,297.6011,-0.0457,0.0057,-0.0404,0.9981,2027.0000,2028.0000,2028.0000,,,,
0.9466,320,1,38.5081,62.7933,297.6011,-0.0457,0.0057,-0.0404,0.9981,2027.0000,2028.0000,2028.0000,,,,
0.9600,320,1,38.5081,62.7933,297.6011,-0.0457,0.0057,-0.0404,0.9981,2027.0000,2028.0000,2028.0000,,,,
0.9676,320,1,38.5081,62.7933,297.6011,-0.0457,0.0057,-0.0404,0.9981,2027.0000,2028.0000,2028.0000,,,,
0.9784,320,1,38.5081,62.7933,297.6011,-0.0457,0.0057,-0.0404,0.9981,2027.0000,2028.0000,2028.0000,,,,
0.9910,320,1,29.8536,60.2347,302.0148,-0.0292,0.0306,-0.0497,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0028,320,1,29.8536,60.2347,302.0148,-0.0292,0.0306,-0.0497,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0152,320,1,29.8536,60.2347,302.0148,-0.0292,0.0306,-0.0497,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0266,320,1,29.8536,60.2347,302.0148,-0.0292,0.0306,-0.0497,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0350,320,1,29.8536,60.2347,302.0148,-0.0292,0.0306,-0.0497,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0467,320,1,25.0391,56.2852,300.1221,-0.0267,0.0277,-0.0517,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0589,320,1,25.0391,56.2852,300.1221,-0.0267,0.0277,-0.0517,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0708,320,1,25.0391,56.2852,300.1221,-0.0267,0.0277,-0.0517,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0823,320,1,25.0391,56.2852,300.1221,-0.0267,0.0277,-0.0517,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.0912,320,1,25.0391,56.2852,300.1221,-0.0267,0.0277,-0.0517,0.9979,2027.0000,2028.0000,2028.0000,,,,
1.1034,320,1,19.2121,50.8035,289.6452,-0.0359,0.0200,-0.0550,0.9976,2027.0000,2028.0000,2028.0000,,,,
1.1142,320,1,19.2121,50.8035,289.6452,-0.0359,0.0200,-0.0550,0.9976,2027.0000,2028.0000,2028.0000,,,,
1.1262,320,1,19.2121,50.8035,289.6452,-0.0359,0.0200,-0.0550,0.9976,2027.0000,2028.0000,2028.0000,,,,
1.1386,320,1,19.2121,50.8035,289.6452,-0.0359,0.0200,-0.0550,0.9976,2027.0000,2028.0000,2028.0000,,,,
1.1507,320,1,19.2121,50.8035,289.6452,-0.0359,0.0200,-0.0550,0.9976,2027.0000,2028.0000,2028.0000,,,,
1.1591,320,1,19.2121,50.8035,289.6452,-0.0359,0.0200,-0.0550,0.9976,2027.0000,2028.0000,2028.0000,,,,
1.1707,320,1,17.5277,46.7121,287.5887,-0.0174,0.0301,-0.0573,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.1823,320,1,17.5277,46.7121,287.5887,-0.0174,0.0301,-0.0573,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.1952,320,1,17.5277,46.7121,287.5887,-0.0174,0.0301,-0.0573,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.2065,320,1,17.5277,46.7121,287.5887,-0.0174,0.0301,-0.0573,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.2185,320,0,17.2981,43.2858,285.3161,-0.0079,0.0284,-0.0586,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.2278,320,0,17.2981,43.2858,285.3161,-0.0079,0.0284,-0.0586,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.2384,320,0,17.2981,43.2858,285.3161,-0.0079,0.0284,-0.0586,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.2507,320,0,17.2981,43.2858,285.3161,-0.0079,0.0284,-0.0586,0.9978,2027.0000,2028.0000,2028.0000,,,,
1.2623,320,0,17.2981,43.2858,285.3161,-0.0079,0.0284,-0.0586,0.9978,2027.0000,2028.0000,2028.0000,,,,
