t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,69,0,278.9875,-80.2416,585.5838,-0.0488,0.1923,0.0355,0.9795,1864.0000,1877.0000,1854.0000,,,,
0.0173,69,0,278.9875,-80.2416,585.5838,-0.0488,0.1923,0.0355,0.9795,1842.0000,1877.0000,1854.0000,,,,
0.0300,69,0,278.9875,-80.2416,585.5838,-0.0488,0.1923,0.0355,0.9795,1827.0000,1877.0000,1854.0000,,,,
0.0382,69,0,278.9875,-80.2416,585.5838,-0.0488,0.1923,0.0355,0.9795,1817.0000,1877.0000,1854.0000,,,,
0.0473,69,0,12.1753,-27.2898,196.9605,0.4991,0.4471,-0.1866,0.7184,1807.0000,1877.0000,1854.0000,,,,
0.0556,69,0,12.1753,-27.2898,196.9605,0.4991,0.4471,-0.1866,0.7184,1797.0000,1877.0000,1854.0000,,,,
0.0682,69,0,12.1753,-27.2898,196.9605,0.4991,0.4471,-0.1866,0.7184,1783.0000,1877.0000,1854.0000,,,,
0.0797,69,0,12.1753,-27.2898,196.9605,0.4991,0.4471,-0.1866,0.7184,1770.0000,1877.0000,1854.0000,,,,
0.0921,69,0,414.9814,-57.1203,830.1569,-0.2001,0.0459,0.0631,0.9767,1756.0000,1877.0000,1854.0000,,,,
0.1014,69,0,414.9814,-57.1203,830.1569,-0.2001,0.0459,0.0631,0.9767,1746.0000,1877.0000,1854.0000,,,,
0.1122,69,0,414.9814,-57.1203,830.1569,-0.2001,0.0459,0.0631,0.9767,1735.0000,1877.0000,1854.0000,,,,
0.1248,69,0,414.9814,-57.1203,830.1569,-0.2001,0.0459,0.0631,0.9767,1721.0000,1877.0000,1854.0000,,,,
0.1359,69,0,290.9339,-65.5507,633.3344,-0.2197,0.1544,0.0307,0.9628,1710.0000,1877.0000,1854.0000,,,,
0.1483,69,0,290.9339,-65.5507,633.3344,-0.2197,0.1544,0.0307,0.9628,1697.0000,1877.0000,1854.0000,,,,
0.1567,69,0,290.9339,-65.5507,633.3344,-0.2197,0.1544,0.0307,0.9628,1688.0000,1877.0000,1854.0000,,,,
0.1680,69,0,290.9339,-65.5507,633.3344,-0.2197,0.1544,0.0307,0.9628,1676.0000,1877.0000,1854.0000,,,,
0.1805,69,0,306.4678,-77.8460,667.2598,-0.1189,-0.2882,-0.0373,0.9494,1663.0000,1877.0000,1854.0000,,,,
0.1932,69,0,306.4678,-77.8460,667.2598,-0.1189,-0.2882,-0.0373,0.9494,1650.0000,1877.0000,1854.0000,,,,
