t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,dx_mm,dy_mm,dz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,240,0,112.2165,-27.4110,825.5818,110.6651,6.0587,846.6797,-0.0365,0.0096,-0.0130,0.9992,1867.0000,1843.0000,1889.0000,,,,
0.0091,240,0,112.2165,-27.4110,825.5818,110.6651,6.0587,846.6797,-0.0365,0.0096,-0.0130,0.9992,1858.0000,1843.0000,1889.0000,,,,
0.0199,240,0,112.2165,-27.4110,825.5818,110.6651,6.0587,846.6797,-0.0365,0.0096,-0.0130,0.9992,1849.0000,1843.0000,1889.0000,,,,
0.0333,240,0,111.4637,-26.4988,822.5866,110.5681,6.9949,843.6846,-0.0372,0.0106,-0.0127,0.9992,1839.0000,1843.0000,1889.0000,,,,
0.0436,240,0,111.4637,-26.4988,822.5866,110.5681,6.9949,843.6846,-0.0372,0.0106,-0.0127,0.9992,1832.0000,1843.0000,1889.0000,,,,
0.0557,240,0,111.6949,-26.0244,820.7908,109.7226,7.4232,841.8888,-0.0413,0.0032,-0.0104,0.9991,1825.0000,1843.0000,1889.0000,,,,
0.0676,240,0,111.6949,-26.0244,820.7908,109.7226,7.4232,841.8888,-0.0413,0.0032,-0.0104,0.9991,1818.0000,1843.0000,1889.0000,,,,
0.0764,240,0,109.8433,-25.5221,821.0599,108.8039,7.9675,842.1579,-0.0395,0.0164,-0.0131,0.9990,1812.0000,1843.0000,1889.0000,,,,
0.0878,240,0,109.8433,-25.5221,821.0599,108.8039,7.9675,842.1579,-0.0395,0.0164,-0.0131,0.9990,1806.0000,1843.0000,1889.0000,,,,
0.0996,240,0,109.7938,-25.6993,815.8058,108.7347,7.7896,836.9038,-0.0368,0.0111,-0.0127,0.9992,1799.0000,1843.0000,1889.0000,,,,
0.1117,240,0,109.7938,-25.6993,815.8058,108.7347,7.7896,836.9038,-0.0368,0.0111,-0.0127,0.9992,1792.0000,1843.0000,1889.0000,,,,
0.1237,240,0,109.5181,-26.4781,820.4429,108.1665,7.0003,841.5409,-0.0302,0.0122,-0.0129,0.9994,1785.0000,1843.0000,1889.0000,,,,
0.1326,240,0,109.5181,-26.4781,820.4429,108.1665,7.0003,841.5409,-0.0302,0.0122,-0.0129,0.9994,1780.0000,1843.0000,1889.0000,,,,
0.1466,240,0,109.5181,-26.4781,820.4429,108.1665,7.0003,841.5409,-0.0302,0.0122,-0.0129,0.9994,1772.0000,1843.0000,1889.0000,,,,
0.1555,240,0,108.4588,-24.8033,816.0761,107.6266,8.6921,837.1741,-0.0421,0.0104,-0.0139,0.9990,1767.0000,1843.0000,1889.0000,,,,
0.1674,240,0,108.4588,-24.8033,816.0761,107.6266,8.6921,837.1741,-0.0421,0.0104,-0.0139,0.9990,1760.0000,1844.0000,1889.0000,,,,
0.1794,240,0,109.1311,-21.7954,812.9627,107.9427,11.6892,834.0607,-0.0364,0.0135,-0.0163,0.9991,1753.0000,1844.0000,1889.0000,,,,
0.1916,240,0,109.1311,-21.7954,812.9627,107.9427,11.6892,834.0607,-0.0364,0.0135,-0.0163,0.9991,1745.0000,1844.0000,1889.0000,,,,
0.2004,240,0,110.3627,-19.8258,824.5624,109.8779,13.6764,845.6603,-0.0390,0.0151,-0.0178,0.9990,1740.0000,1844.0000,1889.0000,,,,
