t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0062,216,1,197.4523,-102.5006,184.9132,-0.1485,-0.0440,-0.1391,0.9781,2047.0000,2047.0000,2047.0000,,,,
0.0160,216,1,198.7698,-102.1664,182.2415,-0.1442,-0.0400,-0.1358,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0255,216,1,198.7698,-102.1664,182.2415,-0.1442,-0.0400,-0.1358,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0373,216,1,198.7698,-102.1664,182.2415,-0.1442,-0.0400,-0.1358,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0502,216,1,199.2302,-103.1045,181.3539,-0.1435,-0.0388,-0.1364,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0622,216,1,199.2302,-103.1045,181.3539,-0.1435,-0.0388,-0.1364,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0732,216,1,199.2302,-103.1045,181.3539,-0.1435,-0.0388,-0.1364,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0821,216,1,199.2302,-103.1045,181.3539,-0.1435,-0.0388,-0.1364,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.0936,216,1,200.1344,-104.4385,182.4659,-0.1409,-0.0397,-0.1368,0.9797,2047.0000,2047.0000,2047.0000,,,,
0.1055,216,1,200.1344,-104.4385,182.4659,-0.1409,-0.0397,-0.1368,0.9797,2047.0000,2047.0000,2047.0000,,,,
0.1176,216,1,200.1344,-104.4385,182.4659,-0.1409,-0.0397,-0.1368,0.9797,2047.0000,2047.0000,2047.0000,,,,
0.1291,216,1,199.7165,-103.3305,180.7344,-0.1423,-0.0375,-0.1363,0.9797,2047.0000,2047.0000,2047.0000,,,,
0.1413,216,1,199.7165,-103.3305,180.7344,-0.1423,-0.0375,-0.1363,0.9797,2047.0000,2047.0000,2047.0000,,,,
0.1512,216,1,199.7165,-103.3305,180.7344,-0.1423,-0.0375,-0.1363,0.9797,2047.0000,2047.0000,2047.0000,,,,
0.1623,216,0,199.9224,-103.0522,180.5077,-0.1415,-0.0368,-0.1358,0.9799,2047.0000,2047.0000,2047.0000,,,,
0.1732,216,0,199.9224,-103.0522,180.5077,-0.1415,-0.0368,-0.1358,0.9799,2047.0000,2047.0000,2047.0000,,,,
0.1865,216,0,199.9224,-103.0522,180.5077,-0.1415,-0.0368,-0.1358,0.9799,2047.0000,2047.0000,2047.0000,,,,
0.1984,216,0,199.6371,-103.2326,181.3842,-0.1431,-0.0381,-0.1372,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.2072,216,0,199.6371,-103.2326,181.3842,-0.1431,-0.0381,-0.1372,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.2177,216,0,199.6371,-103.2326,181.3842,-0.1431,-0.0381,-0.1372,0.9794,2047.0000,2047.0000,2047.0000,,,,
0.2299,216,0,199.6371,-103.2326,181.3842,-0.1431,-0.0381,-0.1372,0.9794,2047.0000,2047.0000,2047.0000,,,,
