t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,43,0,108.3618,-110.3134,292.9944,-0.1537,-0.0601,-0.0965,0.9816,2047.0000,2047.0000,2047.0000,,,,
0.0122,43,0,108.3618,-110.3134,292.9944,-0.1537,-0.0601,-0.0965,0.9816,2047.0000,2047.0000,2047.0000,,,,
0.0243,43,0,114.4125,-112.7765,293.0819,-0.1454,-0.0567,-0.1017,0.9825,2047.0000,2047.0000,2047.0000,,,,
0.0323,43,0,114.4125,-112.7765,293.0819,-0.1454,-0.0567,-0.1017,0.9825,2047.0000,2047.0000,2047.0000,,,,
0.0443,43,0,114.4125,-112.7765,293.0819,-0.1454,-0.0567,-0.1017,0.9825,2047.0000,2047.0000,2047.0000,,,,
0.0555,43,0,114.4125,-112.7765,293.0819,-0.1454,-0.0567,-0.1017,0.9825,2047.0000,2047.0000,2047.0000,,,,
0.0677,43,0,114.4125,-112.7765,293.0819,-0.1454,-0.0567,-0.1017,0.9825,2047.0000,2047.0000,2047.0000,,,,
0.0793,43,1,134.0978,-112.5232,284.8574,-0.1364,-0.0342,-0.0749,0.9872,2047.0000,2047.0000,2047.0000,,,,
0.0920,43,1,134.0978,-112.5232,284.8574,-0.1364,-0.0342,-0.0749,0.9872,2047.0000,2047.0000,2047.0000,,,,
0.1008,43,1,134.0978,-112.5232,284.8574,-0.1364,-0.0342,-0.0749,0.9872,2047.0000,2047.0000,2047.0000,,,,
0.1118,43,1,134.0978,-112.5232,284.8574,-0.1364,-0.0342,-0.0749,0.9872,2047.0000,2047.0000,2047.0000,,,,
0.1230,43,1,134.0978,-112.5232,284.8574,-0.1364,-0.0342,-0.0749,0.9872,2047.0000,2047.0000,2047.0000,,,,
0.1359,43,0,135.8911,-88.8613,292.9473,-0.1654,-0.0460,-0.0478,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.1475,43,0,135.8911,-88.8613,292.9473,-0.1654,-0.0460,-0.0478,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.1566,43,0,135.8911,-88.8613,292.9473,-0.1654,-0.0460,-0.0478,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.1677,43,0,135.8911,-88.8613,292.9473,-0.1654,-0.0460,-0.0478,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.1798,43,0,141.0548,-85.0978,292.2853,-0.1682,-0.0417,-0.0405,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.1916,43,0,141.0548,-85.0978,292.2853,-0.1682,-0.0417,-0.0405,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.2042,43,0,141.0548,-85.0978,292.2853,-0.1682,-0.0417,-0.0405,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.2151,43,0,141.0548,-85.0978,292.2853,-0.1682,-0.0417,-0.0405,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.2241,43,0,141.0548,-85.0978,292.2853,-0.1682,-0.0417,-0.0405,0.9840,2047.0000,2047.0000,2047.0000,,,,
0.2361,43,0,147.6698,-96.0684,286.1032,-0.1481,-0.0314,-0.0459,0.9874,2047.0000,2047.0000,2047.0000,,,,
