t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0101,78,0,-148.4190,-54.5925,298.8987,0.0111,-0.0488,-0.0233,0.9985,2047.0000,2047.0000,2047.0000,,,,
0.0217,78,0,-148.4190,-54.5925,298.8987,0.0111,-0.0488,-0.0233,0.9985,2047.0000,2047.0000,2047.0000,,,,
0.0304,78,0,-148.4190,-54.5925,298.8987,0.0111,-0.0488,-0.0233,0.9985,2047.0000,2047.0000,2047.0000,,,,
0.0418,78,0,-148.4190,-54.5925,298.8987,0.0111,-0.0488,-0.0233,0.9985,2047.0000,2047.0000,2047.0000,,,,
0.0536,78,1,-147.0768,-55.7989,298.5944,0.0109,-0.0559,-0.0218,0.9981,2047.0000,2047.0000,2047.0000,,,,
0.0660,78,1,-147.0768,-55.7989,298.5944,0.0109,-0.0559,-0.0218,0.9981,2047.0000,2047.0000,2047.0000,,,,
0.0774,78,1,-147.0768,-55.7989,298.5944,0.0109,-0.0559,-0.0218,0.9981,2047.0000,2047.0000,2047.0000,,,,
0.0860,78,1,-147.0768,-55.7989,298.5944,0.0109,-0.0559,-0.0218,0.9981,2047.0000,2047.0000,2047.0000,,,,
0.0971,78,1,-147.0768,-55.7989,298.5944,0.0109,-0.0559,-0.0218,0.9981,2047.0000,2047.0000,2047.0000,,,,
0.1093,78,0,-147.0815,-56.0467,299.0002,0.0152,-0.0451,-0.0237,0.9986,2047.0000,2047.0000,2047.0000,,,,
0.1208,78,0,-147.0815,-56.0467,299.0002,0.0152,-0.0451,-0.0237,0.9986,2047.0000,2047.0000,2047.0000,,,,
0.1356,78,0,-147.0815,-56.0467,299.0002,0.0152,-0.0451,-0.0237,0.9986,2047.0000,2047.0000,2047.0000,,,,
0.1478,78,0,-147.0815,-56.0467,299.0002,0.0152,-0.0451,-0.0237,0.9986,2047.0000,2047.0000,2047.0000,,,,
0.1566,78,0,-147.0815,-56.0467,299.0002,0.0152,-0.0451,-0.0237,0.9986,2047.0000,2047.0000,2047.0000,,,,
0.1669,78,0,-146.0377,-55.5571,299.6344,0.0114,-0.0438,-0.0246,0.9987,2047.0000,2047.0000,2047.0000,,,,
0.1777,78,0,-146.0377,-55.5571,299.6344,0.0114,-0.0438,-0.0246,0.9987,2047.0000,2047.0000,2047.0000,,,,
0.1895,78,0,-146.0377,-55.5571,299.6344,0.0114,-0.0438,-0.0246,0.9987,2047.0000,2047.0000,2047.0000,,,,
0.2027,78,0,-146.0377,-55.5571,299.6344,0.0114,-0.0438,-0.0246,0.9987,2047.0000,2047.0000,2047.0000,,,,
0.2141,78,0,-146.0377,-55.5571,299.6344,0.0114,-0.0438,-0.0246,0.9987,2047.0000,2047.0000,2047.0000,,,,
0.2222,78,0,-146.7037,-54.7845,311.8095,-0.0096,-0.0315,-0.0259,0.9991,2047.0000,2047.0000,2047.0000,,,,
0.2350,78,0,-146.7037,-54.7845,311.8095,-0.0096,-0.0315,-0.0259,0.9991,2047.0000,2047.0000,2047.0000,,,,
0.2460,78,0,-146.7037,-54.7845,311.8095,-0.0096,-0.0315,-0.0259,0.9991,2047.0000,2047.0000,2047.0000,,,,
0.2577,78,0,-146.7037,-54.7845,311.8095,-0.0096,-0.0315,-0.0259,0.9991,2047.0000,2047.0000,2047.0000,,,,
0.2699,78,0,-146.7037,-54.7845,311.8095,-0.0096,-0.0315,-0.0259,0.9991,2047.0000,2047.0000,2047.0000,,,,
0.2779,78,0,-146.7037,-54.7845,311.8095,-0.0096,-0.0315,-0.0259,0.9991,2047.0000,2047.0000,2047.0000,,,,
0.2896,78,0,-144.4608,-53.6578,296.4053,0.0392,-0.0505,-0.0274,0.9976,2047.0000,2047.0000,2047.0000,,,,
0.3020,78,0,-144.4608,-53.6578,296.4053,0.0392,-0.0505,-0.0274,0.9976,2047.0000,2047.0000,2047.0000,,,,
0.3132,78,0,-144.4608,-53.6578,296.4053,0.0392,-0.0505,-0.0274,0.9976,2047.0000,2047.0000,2047.0000,,,,
0.3257,78,0,-144.4608,-53.6578,296.4053,0.0392,-0.0505,-0.0274,0.9976,2047.0000,2047.0000,2047.0000,,,,
