t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,241,0,62.3135,-34.8578,622.6760,0.1251,-0.2044,-0.0315,0.9704,1863.0000,1876.0000,1866.0000,,,,
0.0120,241,0,62.3135,-34.8578,622.6760,0.1251,-0.2044,-0.0315,0.9704,1861.0000,1876.0000,1866.0000,,,,
0.0245,241,0,73.9785,-44.3497,641.1804,0.1228,0.0000,-0.0786,0.9893,1859.0000,1876.0000,1866.0000,,,,
0.0336,241,0,73.9785,-44.3497,641.1804,0.1228,0.0000,-0.0786,0.9893,1856.0000,1876.0000,1866.0000,,,,
0.0444,241,0,73.9785,-44.3497,641.1804,0.1228,0.0000,-0.0786,0.9893,1852.0000,1876.0000,1866.0000,,,,
0.0556,241,0,73.9785,-44.3497,641.1804,0.1228,0.0000,-0.0786,0.9893,1848.0000,1876.0000,1866.0000,,,,
0.0677,241,0,73.9785,-44.3497,641.1804,0.1228,0.0000,-0.0786,0.9893,1844.0000,1876.0000,1866.0000,,,,
0.0795,241,1,71.1424,-51.9057,582.9382,-0.2745,-0.2966,-0.0858,0.9107,1831.0000,1876.0000,1866.0000,,,,
0.0914,241,1,71.1424,-51.9057,582.9382,-0.2745,-0.2966,-0.0858,0.9107,1817.0000,1876.0000,1866.0000,,,,
0.1000,241,1,71.1424,-51.9057,582.9382,-0.2745,-0.2966,-0.0858,0.9107,1807.0000,1876.0000,1866.0000,,,,
0.1121,241,1,71.1424,-51.9057,582.9382,-0.2745,-0.2966,-0.0858,0.9107,1794.0000,1876.0000,1866.0000,,,,
0.1241,241,1,71.1424,-51.9057,582.9382,-0.2745,-0.2966,-0.0858,0.9107,1780.0000,1876.0000,1866.0000,,,,
0.1366,241,1,62.5879,-48.9515,648.0704,-0.1258,-0.3130,-0.0889,0.9372,1781.0000,1876.0000,1866.0000,,,,
0.1480,241,1,62.5879,-48.9515,648.0704,-0.1258,-0.3130,-0.0889,0.9372,1781.0000,1876.0000,1866.0000,,,,
0.1616,241,1,62.5879,-48.9515,648.0704,-0.1258,-0.3130,-0.0889,0.9372,1781.0000,1876.0000,1866.0000,,,,
0.1708,241,1,62.5879,-48.9515,648.0704,-0.1258,-0.3130,-0.0889,0.9372,1780.0000,1876.0000,1866.0000,,,,
0.1806,241,0,50.6813,-31.3500,576.8439,-0.2916,-0.2360,-0.0904,0.9226,1779.0000,1876.0000,1866.0000,,,,
0.1923,241,0,50.6813,-31.3500,576.8439,-0.2916,-0.2360,-0.0904,0.9226,1778.0000,1876.0000,1866.0000,,,,
0.2039,241,0,50.6813,-31.3500,576.8439,-0.2916,-0.2360,-0.0904,0.9226,1776.0000,1876.0000,1866.0000,,,,
0.2162,241,0,50.6813,-31.3500,576.8439,-0.2916,-0.2360,-0.0904,0.9226,1774.0000,1876.0000,1866.0000,,,,
0.2252,241,0,50.6813,-31.3500,576.8439,-0.2916,-0.2360,-0.0904,0.9226,1772.0000,1876.0000,1866.0000,,,,
0.2355,241,0,56.6289,-47.0354,581.1880,0.2306,-0.1925,-0.0331,0.9532,1769.0000,1876.0000,1866.0000,,,,
0.2479,241,0,56.6289,-47.0354,581.1880,0.2306,-0.1925,-0.0331,0.9532,1766.0000,1876.0000,1866.0000,,,,
0.2601,241,0,56.6289,-47.0354,581.1880,0.2306,-0.1925,-0.0331,0.9532,1763.0000,1876.0000,1866.0000,,,,
0.2721,241,0,56.6289,-47.0354,581.1880,0.2306,-0.1925,-0.0331,0.9532,1759.0000,1876.0000,1866.0000,,,,
0.2837,241,0,56.6289,-47.0354,581.1880,0.2306,-0.1925,-0.0331,0.9532,1756.0000,1876.0000,1866.0000,,,,
0.2932,241,0,48.9897,-49.3839,636.6622,0.1974,0.0751,-0.0274,0.9771,1753.0000,1876.0000,1866.0000,,,,
0.3038,241,0,48.9897,-49.3839,636.6622,0.1974,0.0751,-0.0274,0.9771,1749.0000,1876.0000,1866.0000,,,,
0.3162,241,0,48.9897,-49.3839,636.6622,0.1974,0.0751,-0.0274,0.9771,1745.0000,1876.0000,1866.0000,,,,
0.3280,241,0,48.9897,-49.3839,636.6622,0.1974,0.0751,-0.0274,0.9771,1742.0000,1876.0000,1866.0000,,,,
0.3402,241,0,48.9897,-49.3839,636.6622,0.1974,0.0751,-0.0274,0.9771,1737.0000,1876.0000,1866.0000,,,,
0.3521,241,0,45.6792,-44.8576,641.9395,-0.1055,-0.2216,-0.0585,0.9676,1734.0000,1876.0000,1866.0000,,,,
0.3606,241,0,45.6792,-44.8576,641.9395,-0.1055,-0.2216,-0.0585,0.9676,1731.0000,1876.0000,1866.0000,,,,
0.3717,241,0,45.6792,-44.8576,641.9395,-0.1055,-0.2216,-0.0585,0.9676,1727.0000,1876.0000,1866.0000,,,,
0.3835,241,0,45.6792,-44.8576,641.9395,-0.1055,-0.2216,-0.0585,0.9676,1723.0000,1876.0000,1866.0000,,,,
0.3954,241,0,45.6792,-44.8576,641.9395,-0.1055,-0.2216,-0.0585,0.9676,1719.0000,1876.0000,1866.0000,,,,
0.4092,241,0,64.3266,-55.9956,572.7192,-0.2498,-0.2386,-0.1092,0.9320,1715.0000,1876.0000,1866.0000,,,,
0.4195,241,0,64.3266,-55.9956,572.7192,-0.2498,-0.2386,-0.1092,0.9320,1712.0000,1876.0000,1866.0000,,,,
0.4286,241,0,64.3266,-55.9956,572.7192,-0.2498,-0.2386,-0.1092,0.9320,1710.0000,1876.0000,1866.0000,,,,
0.4392,241,0,64.3266,-55.9956,572.7192,-0.2498,-0.2386,-0.1092,0.9320,1707.0000,1876.0000,1866.0000,,,,
0.4520,241,0,64.3266,-55.9956,572.7192,-0.2498,-0.2386,-0.1092,0.9320,1703.0000,1876.0000,1866.0000,,,,
0.4644,241,0,43.5104,-54.9727,648.5761,-0.1352,-0.1984,-0.0409,0.9699,1699.0000,1876.0000,1866.0000,,,,
0.4773,241,0,43.5104,-54.9727,648.5761,-0.1352,-0.1984,-0.0409,0.9699,1695.0000,1876.0000,1866.0000,,,,
0.4864,241,0,43.5104,-54.9727,648.5761,-0.1352,-0.1984,-0.0409,0.9699,1693.0000,1876.0000,1866.0000,,,,
0.4953,241,0,43.5104,-54.9727,648.5761,-0.1352,-0.1984,-0.0409,0.9699,1690.0000,1876.0000,1866.0000,,,,
0.5078,241,0,43.5104,-54.9727,648.5761,-0.1352,-0.1984,-0.0409,0.9699,1686.0000,1876.0000,1866.0000,,,,
0.5200,241,0,46.4942,-50.6085,553.6565,-0.2719,0.0717,-0.0399,0.9588,1682.0000,1876.0000,1866.0000,,,,
0.5322,241,0,46.4942,-50.6085,553.6565,-0.2719,0.0717,-0.0399,0.9588,1680.0000,1876.0000,1866.0000,,,,
0.5432,241,0,46.4942,-50.6085,553.6565,-0.2719,0.0717,-0.0399,0.9588,1678.0000,1876.0000,1866.0000,,,,
0.5519,241,0,46.4942,-50.6085,553.6565,-0.2719,0.0717,-0.0399,0.9588,1676.0000,1876.0000,1866.0000,,,,
0.5633,241,0,46.4942,-50.6085,553.6565,-0.2719,0.0717,-0.0399,0.9588,1674.0000,1876.0000,1866.0000,,,,
0.5758,241,0,30.5113,-24.9754,553.9749,-0.0518,-0.0346,-0.0085,0.9980,1671.0000,1876.0000,1866.0000,,,,
0.5878,241,0,30.5113,-24.9754,553.9749,-0.0518,-0.0346,-0.0085,0.9980,1670.0000,1876.0000,1866.0000,,,,
0.6000,241,0,30.5113,-24.9754,553.9749,-0.0518,-0.0346,-0.0085,0.9980,1668.0000,1875.0000,1866.0000,,,,
0.6078,241,0,30.5113,-24.9754,553.9749,-0.0518,-0.0346,-0.0085,0.9980,1667.0000,1873.0000,1866.0000,,,,
0.6205,241,0,30.5113,-24.9754,553.9749,-0.0518,-0.0346,-0.0085,0.9980,1665.0000,1870.0000,1866.0000,,,,
0.6314,241,0,43.0127,-56.3735,652.0540,0.1735,-0.0052,-0.0458,0.9838,1663.0000,1868.0000,1866.0000,,,,
0.6443,241,0,43.0127,-56.3735,652.0540,0.1735,-0.0052,-0.0458,0.9838,1660.0000,1863.0000,1866.0000,,,,
