t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,126,0,146.0166,-84.8073,562.4160,0.0160,0.0456,0.0073,0.9988,1857.0000,1868.0000,1859.0000,,,,
0.0120,126,0,146.0166,-84.8073,562.4160,0.0160,0.0456,0.0073,0.9988,1857.0000,1861.0000,1859.0000,,,,
0.0249,126,0,146.0166,-84.8073,562.4160,0.0160,0.0456,0.0073,0.9988,1857.0000,1861.0000,1859.0000,,,,
0.0353,126,0,126.4504,-97.7705,754.3392,-0.2479,-0.3259,-0.1048,0.9063,1846.0000,1864.0000,1859.0000,,,,
0.0446,126,0,126.4504,-97.7705,754.3392,-0.2479,-0.3259,-0.1048,0.9063,1829.0000,1869.0000,1859.0000,,,,
0.0558,126,0,126.4504,-97.7705,754.3392,-0.2479,-0.3259,-0.1048,0.9063,1809.0000,1876.0000,1859.0000,,,,
0.0677,126,0,126.4504,-97.7705,754.3392,-0.2479,-0.3259,-0.1048,0.9063,1786.0000,1881.0000,1859.0000,,,,
0.0801,126,0,59.7326,-144.0230,912.7468,-0.4708,-0.4164,-0.2980,0.7184,1761.0000,1881.0000,1859.0000,,,,
0.0914,126,0,59.7326,-144.0230,912.7468,-0.4708,-0.4164,-0.2980,0.7184,1738.0000,1881.0000,1859.0000,,,,
0.1031,126,0,59.7326,-144.0230,912.7468,-0.4708,-0.4164,-0.2980,0.7184,1715.0000,1881.0000,1859.0000,,,,
0.1138,126,0,59.7326,-144.0230,912.7468,-0.4708,-0.4164,-0.2980,0.7184,1693.0000,1881.0000,1859.0000,,,,
0.1242,126,0,59.7326,-144.0230,912.7468,-0.4708,-0.4164,-0.2980,0.7184,1672.0000,1881.0000,1859.0000,,,,
0.1359,126,0,41.7789,-40.6326,146.7347,-0.4765,0.5227,0.0013,0.7069,1650.0000,1881.0000,1859.0000,,,,
0.1473,126,0,41.7789,-40.6326,146.7347,-0.4765,0.5227,0.0013,0.7069,1628.0000,1881.0000,1859.0000,,,,
0.1597,126,0,41.7789,-40.6326,146.7347,-0.4765,0.5227,0.0013,0.7069,1606.0000,1881.0000,1859.0000,,,,
0.1675,126,0,41.7789,-40.6326,146.7347,-0.4765,0.5227,0.0013,0.7069,1592.0000,1881.0000,1859.0000,,,,
0.1791,126,0,149.6676,-106.0537,679.5784,-0.2078,-0.1425,-0.0369,0.9670,1571.0000,1881.0000,1859.0000,,,,
0.1911,126,0,149.6676,-106.0537,679.5784,-0.2078,-0.1425,-0.0369,0.9670,1550.0000,1881.0000,1859.0000,,,,
0.2048,126,0,149.6676,-106.0537,679.5784,-0.2078,-0.1425,-0.0369,0.9670,1527.0000,1881.0000,1859.0000,,,,
0.2155,126,0,149.6676,-106.0537,679.5784,-0.2078,-0.1425,-0.0369,0.9670,1509.0000,1881.0000,1859.0000,,,,
0.2271,126,1,168.1909,-90.6970,717.0975,-0.2181,0.2637,0.0608,0.9376,1487.0000,1881.0000,1859.0000,,,,
0.2357,126,1,168.1909,-90.6970,717.0975,-0.2181,0.2637,0.0608,0.9376,1467.0000,1881.0000,1859.0000,,,,
0.2477,126,1,168.1909,-90.6970,717.0975,-0.2181,0.2637,0.0608,0.9376,1439.0000,1881.0000,1859.0000,,,,
0.2596,126,1,168.1909,-90.6970,717.0975,-0.2181,0.2637,0.0608,0.9376,1413.0000,1881.0000,1859.0000,,,,
0.2709,126,1,168.1909,-90.6970,717.0975,-0.2181,0.2637,0.0608,0.9376,1389.0000,1881.0000,1859.0000,,,,
0.2843,126,0,90.6048,-108.6373,777.0381,0.0359,-0.4052,-0.0234,0.9132,1468.0000,1881.0000,1859.0000,,,,
0.2958,126,0,90.6048,-108.6373,777.0381,0.0359,-0.4052,-0.0234,0.9132,1431.0000,1881.0000,1859.0000,,,,
0.3047,126,0,90.6048,-108.6373,777.0381,0.0359,-0.4052,-0.0234,0.9132,1404.0000,1881.0000,1859.0000,,,,
0.3150,126,0,90.6048,-108.6373,777.0381,0.0359,-0.4052,-0.0234,0.9132,1375.0000,1881.0000,1859.0000,,,,
0.3277,126,0,80.3916,-72.0169,808.5677,-0.3142,-0.3306,-0.1113,0.8829,1341.0000,1881.0000,1859.0000,,,,
0.3399,126,0,80.3916,-72.0169,808.5677,-0.3142,-0.3306,-0.1113,0.8829,1312.0000,1881.0000,1859.0000,,,,
0.3516,126,0,80.3916,-72.0169,808.5677,-0.3142,-0.3306,-0.1113,0.8829,1285.0000,1881.0000,1859.0000,,,,
0.3605,126,0,80.3916,-72.0169,808.5677,-0.3142,-0.3306,-0.1113,0.8829,1266.0000,1881.0000,1859.0000,,,,
0.3713,126,0,80.3916,-72.0169,808.5677,-0.3142,-0.3306,-0.1113,0.8829,1243.0000,1881.0000,1859.0000,,,,
0.3846,126,0,87.7073,-140.7206,884.0355,-0.1600,-0.1728,-0.0340,0.9713,1215.0000,1881.0000,1859.0000,,,,
0.3951,126,0,87.7073,-140.7206,884.0355,-0.1600,-0.1728,-0.0340,0.9713,1196.0000,1881.0000,1859.0000,,,,
0.4072,126,0,87.7073,-140.7206,884.0355,-0.1600,-0.1728,-0.0340,0.9713,1174.0000,1881.0000,1859.0000,,,,
0.4199,126,0,87.7073,-140.7206,884.0355,-0.1600,-0.1728,-0.0340,0.9713,1151.0000,1881.0000,1859.0000,,,,
0.4283,126,0,-4.5598,-116.6965,760.9308,-0.2236,-0.4538,-0.2040,0.8381,1136.0000,1881.0000,1859.0000,,,,
0.4395,126,0,-4.5598,-116.6965,760.9308,-0.2236,-0.4538,-0.2040,0.8381,1125.0000,1881.0000,1859.0000,,,,
0.4514,126,0,-4.5598,-116.6965,760.9308,-0.2236,-0.4538,-0.2040,0.8381,1112.0000,1881.0000,1859.0000,,,,
0.4634,126,0,-4.5598,-116.6965,760.9308,-0.2236,-0.4538,-0.2040,0.8381,1097.0000,1881.0000,1859.0000,,,,
0.4750,126,0,23.9265,-85.6019,433.4965,0.3778,0.2966,-0.0636,0.8748,1081.0000,1881.0000,1859.0000,,,,
0.4875,126,0,23.9265,-85.6019,433.4965,0.3778,0.2966,-0.0636,0.8748,1058.0000,1881.0000,1859.0000,,,,
0.4959,126,0,23.9265,-85.6019,433.4965,0.3778,0.2966,-0.0636,0.8748,1042.0000,1881.0000,1859.0000,,,,
0.5071,126,0,23.9265,-85.6019,433.4965,0.3778,0.2966,-0.0636,0.8748,1022.0000,1881.0000,1860.0000,,,,
0.5192,126,0,23.9265,-85.6019,433.4965,0.3778,0.2966,-0.0636,0.8748,999.0000,1881.0000,1860.0000,,,,
0.5324,126,0,118.3044,-88.8473,533.4590,-0.0644,0.1323,-0.0001,0.9891,976.0000,1881.0000,1860.0000,,,,
0.5433,126,0,118.3044,-88.8473,533.4590,-0.0644,0.1323,-0.0001,0.9891,964.0000,1881.0000,1860.0000,,,,
0.5533,126,0,118.3044,-88.8473,533.4590,-0.0644,0.1323,-0.0001,0.9891,951.0000,1881.0000,1860.0000,,,,
0.5634,126,0,118.3044,-88.8473,533.4590,-0.0644,0.1323,-0.0001,0.9891,938.0000,1881.0000,1860.0000,,,,
0.5749,126,0,126.2616,-87.6454,691.8006,-0.0464,-0.2119,-0.0115,0.9761,923.0000,1881.0000,1860.0000,,,,
0.5874,126,0,126.2616,-87.6454,691.8006,-0.0464,-0.2119,-0.0115,0.9761,910.0000,1881.0000,1860.0000,,,,
0.6001,126,0,126.2616,-87.6454,691.8006,-0.0464,-0.2119,-0.0115,0.9761,896.0000,1881.0000,1860.0000,,,,
0.6119,126,0,126.2616,-87.6454,691.8006,-0.0464,-0.2119,-0.0115,0.9761,881.0000,1881.0000,1860.0000,,,,
0.6209,126,0,42.8745,-63.2351,895.0266,-0.2286,-0.3420,-0.0489,0.9102,869.0000,1881.0000,1860.0000,,,,
0.6308,126,0,42.8745,-63.2351,895.0266,-0.2286,-0.3420,-0.0489,0.9102,857.0000,1881.0000,1860.0000,,,,
0.6433,126,0,42.8745,-63.2351,895.0266,-0.2286,-0.3420,-0.0489,0.9102,841.0000,1881.0000,1860.0000,,,,
0.6554,126,0,42.8745,-63.2351,895.0266,-0.2286,-0.3420,-0.0489,0.9102,824.0000,1881.0000,1860.0000,,,,
0.6676,126,1,79.9451,-80.1768,500.9895,0.3178,0.2795,-0.0753,0.9029,834.0000,1881.0000,1860.0000,,,,
0.6769,126,1,79.9451,-80.1768,500.9895,0.3178,0.2795,-0.0753,0.9029,927.0000,1881.0000,1860.0000,,,,
0.6873,126,1,79.9451,-80.1768,500.9895,0.3178,0.2795,-0.0753,0.9029,1020.0000,1863.0000,1860.0000,,,,
0.6998,126,1,79.9451,-80.1768,500.9895,0.3178,0.2795,-0.0753,0.9029,1120.0000,1700.0000,1860.0000,,,,
0.7116,126,1,79.9451,-80.1768,500.9895,0.3178,0.2795,-0.0753,0.9029,1203.0000,1565.0000,1860.0000,,,,
0.7246,126,0,43.2152,-37.1987,568.0071,0.2117,0.4416,0.0259,0.8715,1315.0000,1643.0000,1860.0000,,,,
0.7359,126,0,43.2152,-37.1987,568.0071,0.2117,0.4416,0.0259,0.8715,1191.0000,1778.0000,1860.0000,,,,
0.7446,126,0,43.2152,-37.1987,568.0071,0.2117,0.4416,0.0259,0.8715,1114.0000,1860.0000,1860.0000,,,,
0.7553,126,0,43.2152,-37.1987,568.0071,0.2117,0.4416,0.0259,0.8715,1036.0000,1880.0000,1860.0000,,,,
0.7673,126,0,101.7772,-36.8230,712.7003,-0.2610,-0.3051,-0.0460,0.9147,965.0000,1880.0000,1860.0000,,,,
0.7792,126,0,101.7772,-36.8230,712.7003,-0.2610,-0.3051,-0.0460,0.9147,909.0000,1881.0000,1860.0000,,,,
0.7914,126,0,101.7772,-36.8230,712.7003,-0.2610,-0.3051,-0.0460,0.9147,860.0000,1881.0000,1860.0000,,,,
0.8046,126,0,101.7772,-36.8230,712.7003,-0.2610,-0.3051,-0.0460,0.9147,815.0000,1881.0000,1860.0000,,,,
0.8142,126,0,151.7969,-11.8787,794.0090,0.2213,-0.1419,0.0277,0.9644,788.0000,1881.0000,1860.0000,,,,
0.8239,126,0,151.7969,-11.8787,794.0090,0.2213,-0.1419,0.0277,0.9644,769.0000,1881.0000,1860.0000,,,,
0.8361,126,0,151.7969,-11.8787,794.0090,0.2213,-0.1419,0.0277,0.9644,747.0000,1881.0000,1860.0000,,,,
0.8479,126,0,151.7969,-11.8787,794.0090,0.2213,-0.1419,0.0277,0.9644,726.0000,1881.0000,1860.0000,,,,
0.8595,126,0,104.5446,-19.3516,672.1553,-0.0654,0.3906,0.0928,0.9136,706.0000,1881.0000,1860.0000,,,,
0.8691,126,0,104.5446,-19.3516,672.1553,-0.0654,0.3906,0.0928,0.9136,686.0000,1881.0000,1860.0000,,,,
0.8789,126,0,104.5446,-19.3516,672.1553,-0.0654,0.3906,0.0928,0.9136,666.0000,1881.0000,1860.0000,,,,
0.8922,126,0,104.5446,-19.3516,672.1553,-0.0654,0.3906,0.0928,0.9136,641.0000,1881.0000,1860.0000,,,,
0.9036,126,0,103.9536,-48.6239,577.6076,-0.3667,0.3148,0.0203,0.8752,620.0000,1881.0000,1860.0000,,,,
0.9157,126,0,103.9536,-48.6239,577.6076,-0.3667,0.3148,0.0203,0.8752,592.0000,1881.0000,1860.0000,,,,
0.9281,126,0,103.9536,-48.6239,577.6076,-0.3667,0.3148,0.0203,0.8752,565.0000,1881.0000,1860.0000,,,,
0.9372,126,0,103.9536,-48.6239,577.6076,-0.3667,0.3148,0.0203,0.8752,547.0000,1881.0000,1860.0000,,,,
0.9468,126,0,103.9536,-48.6239,577.6076,-0.3667,0.3148,0.0203,0.8752,528.0000,1881.0000,1860.0000,,,,
0.9589,126,1,76.7726,-56.6377,757.2006,-0.3737,-0.3404,-0.1088,0.8559,500.0000,1881.0000,1860.0000,,,,
0.9728,126,1,76.7726,-56.6377,757.2006,-0.3737,-0.3404,-0.1088,0.8559,470.0000,1881.0000,1860.0000,,,,
0.9856,126,1,76.7726,-56.6377,757.2006,-0.3737,-0.3404,-0.1088,0.8559,444.0000,1882.0000,1860.0000,,,,
0.9950,126,0,97.0142,-63.7880,741.0175,0.0447,-0.3374,0.0060,0.9403,455.0000,1882.0000,1860.0000,,,,
1.0045,126,0,97.0142,-63.7880,741.0175,0.0447,-0.3374,0.0060,0.9403,431.0000,1882.0000,1860.0000,,,,
1.0156,126,0,97.0142,-63.7880,741.0175,0.0447,-0.3374,0.0060,0.9403,403.0000,1882.0000,1860.0000,,,,
1.0275,126,0,97.0142,-63.7880,741.0175,0.0447,-0.3374,0.0060,0.9403,375.0000,1882.0000,1860.0000,,,,
1.0393,126,0,97.0142,-63.7880,741.0175,0.0447,-0.3374,0.0060,0.9403,348.0000,1882.0000,1861.0000,,,,
1.0514,126,0,79.7539,-58.0261,727.5406,0.2835,-0.3568,0.0811,0.8864,326.0000,1882.0000,1861.0000,,,,
1.0599,126,0,79.7539,-58.0261,727.5406,0.2835,-0.3568,0.0811,0.8864,332.0000,1882.0000,1861.0000,,,,
1.0712,126,0,79.7539,-58.0261,727.5406,0.2835,-0.3568,0.0811,0.8864,333.0000,1882.0000,1861.0000,,,,
1.0831,126,0,79.7539,-58.0261,727.5406,0.2835,-0.3568,0.0811,0.8864,329.0000,1882.0000,1861.0000,,,,
