t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,85,0,-63.6934,-94.3359,445.6635,-0.1097,0.1067,-0.0639,0.9862,1856.0000,1875.0000,1866.0000,,,,
0.0099,85,0,-63.6934,-94.3359,445.6635,-0.1097,0.1067,-0.0639,0.9862,1853.0000,1874.0000,1866.0000,,,,
0.0222,85,0,-63.6934,-94.3359,445.6635,-0.1097,0.1067,-0.0639,0.9862,1850.0000,1870.0000,1866.0000,,,,
0.0360,85,0,-60.2623,-100.1548,497.1266,-0.0232,0.2493,-0.0497,0.9669,1848.0000,1863.0000,1866.0000,,,,
0.0458,85,0,-60.2623,-100.1548,497.1266,-0.0232,0.2493,-0.0497,0.9669,1847.0000,1857.0000,1866.0000,,,,
0.0579,85,0,-60.2623,-100.1548,497.1266,-0.0232,0.2493,-0.0497,0.9669,1846.0000,1850.0000,1866.0000,,,,
0.0662,85,0,-60.2623,-100.1548,497.1266,-0.0232,0.2493,-0.0497,0.9669,1846.0000,1844.0000,1866.0000,,,,
0.0779,85,0,-60.2623,-100.1548,497.1266,-0.0232,0.2493,-0.0497,0.9669,1846.0000,1836.0000,1866.0000,,,,
0.0902,85,0,-60.2623,-100.1548,497.1266,-0.0232,0.2493,-0.0497,0.9669,1846.0000,1828.0000,1866.0000,,,,
0.1022,85,1,-65.7974,-74.9514,478.2146,-0.2793,0.0668,-0.0730,0.9551,1847.0000,1819.0000,1866.0000,,,,
0.1137,85,1,-65.7974,-74.9514,478.2146,-0.2793,0.0668,-0.0730,0.9551,1847.0000,1811.0000,1866.0000,,,,
0.1223,85,1,-65.7974,-74.9514,478.2146,-0.2793,0.0668,-0.0730,0.9551,1847.0000,1805.0000,1866.0000,,,,
0.1352,85,1,-65.7974,-74.9514,478.2146,-0.2793,0.0668,-0.0730,0.9551,1848.0000,1795.0000,1866.0000,,,,
0.1455,85,1,-65.7974,-74.9514,478.2146,-0.2793,0.0668,-0.0730,0.9551,1848.0000,1788.0000,1866.0000,,,,
0.1577,85,1,-65.7974,-74.9514,478.2146,-0.2793,0.0668,-0.0730,0.9551,1848.0000,1779.0000,1866.0000,,,,
0.1702,85,1,-71.4760,-88.4544,464.9900,-0.1188,0.0406,-0.0748,0.9893,1849.0000,1770.0000,1866.0000,,,,
0.1818,85,1,-71.4760,-88.4544,464.9900,-0.1188,0.0406,-0.0748,0.9893,1850.0000,1762.0000,1866.0000,,,,
0.1907,85,1,-71.4760,-88.4544,464.9900,-0.1188,0.0406,-0.0748,0.9893,1850.0000,1755.0000,1866.0000,,,,
0.2022,85,1,-71.4760,-88.4544,464.9900,-0.1188,0.0406,-0.0748,0.9893,1850.0000,1747.0000,1866.0000,,,,
0.2133,85,1,-71.4760,-88.4544,464.9900,-0.1188,0.0406,-0.0748,0.9893,1851.0000,1739.0000,1866.0000,,,,
0.2257,85,0,-79.6819,-88.3193,459.8578,-0.1245,0.0744,-0.0691,0.9870,1852.0000,1748.0000,1866.0000,,,,
0.2391,85,0,-79.6819,-88.3193,459.8578,-0.1245,0.0744,-0.0691,0.9870,1854.0000,1736.0000,1866.0000,,,,
0.2496,85,0,-79.6819,-88.3193,459.8578,-0.1245,0.0744,-0.0691,0.9870,1856.0000,1726.0000,1866.0000,,,,
0.2587,85,0,-79.6819,-88.3193,459.8578,-0.1245,0.0744,-0.0691,0.9870,1857.0000,1718.0000,1866.0000,,,,
0.2704,85,0,-79.6819,-88.3193,459.8578,-0.1245,0.0744,-0.0691,0.9870,1857.0000,1709.0000,1866.0000,,,,
0.2820,85,0,-90.6686,-89.4295,478.0479,-0.1684,-0.0961,-0.1052,0.9754,1857.0000,1699.0000,1866.0000,,,,
0.2938,85,0,-90.6686,-89.4295,478.0479,-0.1684,-0.0961,-0.1052,0.9754,1857.0000,1688.0000,1866.0000,,,,
0.3056,85,0,-90.6686,-89.4295,478.0479,-0.1684,-0.0961,-0.1052,0.9754,1857.0000,1677.0000,1866.0000,,,,
0.3148,85,0,-90.6686,-89.4295,478.0479,-0.1684,-0.0961,-0.1052,0.9754,1857.0000,1669.0000,1866.0000,,,,
0.3255,85,0,-90.6686,-89.4295,478.0479,-0.1684,-0.0961,-0.1052,0.9754,1857.0000,1660.0000,1866.0000,,,,
0.3374,85,0,-90.6686,-89.4295,478.0479,-0.1684,-0.0961,-0.1052,0.9754,1857.0000,1650.0000,1866.0000,,,,
0.3500,85,0,-89.0126,-75.3257,477.7709,-0.1716,0.0155,-0.1057,0.9794,1857.0000,1640.0000,1866.0000,,,,
