t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0046,164,0,-163.3564,-29.9606,185.8955,-0.1029,0.0686,-0.0483,0.9911,2028.0000,2028.0000,2028.0000,,,,
0.0108,164,0,-163.3564,-29.9606,185.8955,-0.1029,0.0686,-0.0483,0.9911,2028.0000,2028.0000,2028.0000,,,,
0.0231,164,0,-163.3564,-29.9606,185.8955,-0.1029,0.0686,-0.0483,0.9911,2028.0000,2028.0000,2028.0000,,,,
0.0339,164,0,-163.3564,-29.9606,185.8955,-0.1029,0.0686,-0.0483,0.9911,2028.0000,2028.0000,2028.0000,,,,
0.0451,164,1,-163.2855,-31.7253,184.8789,-0.1023,0.0666,-0.0455,0.9915,2028.0000,2028.0000,2028.0000,,,,
0.0574,164,1,-163.2855,-31.7253,184.8789,-0.1023,0.0666,-0.0455,0.9915,2028.0000,2028.0000,2028.0000,,,,
0.0697,164,1,-163.2855,-31.7253,184.8789,-0.1023,0.0666,-0.0455,0.9915,2028.0000,2028.0000,2028.0000,,,,
0.0782,164,1,-163.2855,-31.7253,184.8789,-0.1023,0.0666,-0.0455,0.9915,2028.0000,2028.0000,2028.0000,,,,
0.0895,164,1,-162.7778,-34.5438,183.5600,-0.1009,0.0644,-0.0409,0.9920,2028.0000,2028.0000,2028.0000,,,,
0.1016,164,1,-162.7778,-34.5438,183.5600,-0.1009,0.0644,-0.0409,0.9920,2028.0000,2028.0000,2028.0000,,,,
0.1140,164,1,-162.7778,-34.5438,183.5600,-0.1009,0.0644,-0.0409,0.9920,2028.0000,2028.0000,2028.0000,,,,
0.1264,164,1,-161.7731,-37.3818,182.7957,-0.1014,0.0619,-0.0346,0.9923,2028.0000,2028.0000,2028.0000,,,,
0.1376,164,1,-161.7731,-37.3818,182.7957,-0.1014,0.0619,-0.0346,0.9923,2028.0000,2028.0000,2028.0000,,,,
0.1464,164,1,-161.7731,-37.3818,182.7957,-0.1014,0.0619,-0.0346,0.9923,2028.0000,2028.0000,2028.0000,,,,
0.1582,164,1,-161.7731,-37.3818,182.7957,-0.1014,0.0619,-0.0346,0.9923,2028.0000,2028.0000,2028.0000,,,,
0.1698,164,0,-161.4489,-39.5415,181.9664,-0.1015,0.0596,-0.0303,0.9926,2028.0000,2028.0000,2028.0000,,,,
0.1820,164,0,-161.4489,-39.5415,181.9664,-0.1015,0.0596,-0.0303,0.9926,2028.0000,2028.0000,2028.0000,,,,
0.1941,164,0,-161.4489,-39.5415,181.9664,-0.1015,0.0596,-0.0303,0.9926,2028.0000,2028.0000,2028.0000,,,,
0.2032,164,0,-161.3883,-41.3855,181.0754,-0.1002,0.0582,-0.0274,0.9929,2028.0000,2028.0000,2028.0000,,,,
0.2146,164,0,-161.3883,-41.3855,181.0754,-0.1002,0.0582,-0.0274,0.9929,2028.0000,2028.0000,2028.0000,,,,
0.2270,164,0,-161.3883,-41.3855,181.0754,-0.1002,0.0582,-0.0274,0.9929,2028.0000,2028.0000,2028.0000,,,,
0.2371,164,0,-161.3883,-41.3855,181.0754,-0.1002,0.0582,-0.0274,0.9929,2028.0000,2028.0000,2028.0000,,,,
0.2506,164,0,-161.6124,-42.1061,180.9679,-0.0993,0.0586,-0.0271,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.2620,164,0,-161.6124,-42.1061,180.9679,-0.0993,0.0586,-0.0271,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.2710,164,0,-161.6124,-42.1061,180.9679,-0.0993,0.0586,-0.0271,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.2819,164,0,-161.7076,-42.6456,180.6389,-0.0979,0.0583,-0.0268,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.2935,164,0,-161.7076,-42.6456,180.6389,-0.0979,0.0583,-0.0268,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.3065,164,0,-161.7076,-42.6456,180.6389,-0.0979,0.0583,-0.0268,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.3175,164,0,-161.7076,-42.6456,180.6389,-0.0979,0.0583,-0.0268,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.3293,164,0,-161.7273,-42.6449,180.9268,-0.0984,0.0581,-0.0261,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.3387,164,0,-161.7273,-42.6449,180.9268,-0.0984,0.0581,-0.0261,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.3499,164,0,-161.7273,-42.6449,180.9268,-0.0984,0.0581,-0.0261,0.9931,2028.0000,2028.0000,2028.0000,,,,
0.3618,164,0,-162.2626,-42.5755,181.2602,-0.1002,0.0575,-0.0251,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.3739,164,0,-162.2626,-42.5755,181.2602,-0.1002,0.0575,-0.0251,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.3861,164,0,-162.2626,-42.5755,181.2602,-0.1002,0.0575,-0.0251,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.3948,164,0,-162.2626,-42.5755,181.2602,-0.1002,0.0575,-0.0251,0.9930,2028.0000,2028.0000,2028.0000,,,,
0.4062,164,0,-162.6751,-41.9454,180.6768,-0.0988,0.0564,-0.0265,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4178,164,0,-162.6751,-41.9454,180.6768,-0.0988,0.0564,-0.0265,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4298,164,0,-162.6751,-41.9454,180.6768,-0.0988,0.0564,-0.0265,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4415,164,0,-162.3931,-42.6087,180.3193,-0.0987,0.0557,-0.0255,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4540,164,0,-162.3931,-42.6087,180.3193,-0.0987,0.0557,-0.0255,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4631,164,0,-162.3931,-42.6087,180.3193,-0.0987,0.0557,-0.0255,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4740,164,0,-162.3931,-42.6087,180.3193,-0.0987,0.0557,-0.0255,0.9932,2028.0000,2028.0000,2028.0000,,,,
0.4860,164,0,-161.6807,-43.2551,180.3398,-0.0978,0.0565,-0.0242,0.9933,2028.0000,2028.0000,2028.0000,,,,
0.4979,164,0,-161.6807,-43.2551,180.3398,-0.0978,0.0565,-0.0242,0.9933,2028.0000,2028.0000,2028.0000,,,,
0.5109,164,0,-161.6807,-43.2551,180.3398,-0.0978,0.0565,-0.0242,0.9933,2028.0000,2028.0000,2028.0000,,,,
0.5188,164,0,-160.6877,-44.6880,179.9452,-0.0977,0.0560,-0.0217,0.9934,2028.0000,2028.0000,2028.0000,,,,
0.5297,164,0,-160.6877,-44.6880,179.9452,-0.0977,0.0560,-0.0217,0.9934,2028.0000,2028.0000,2028.0000,,,,
0.5422,164,0,-160.6877,-44.6880,179.9452,-0.0977,0.0560,-0.0217,0.9934,2028.0000,2028.0000,2028.0000,,,,
0.5539,164,0,-160.2545,-45.5629,179.5736,-0.0971,0.0555,-0.0202,0.9935,2028.0000,2028.0000,2028.0000,,,,
0.5659,164,0,-160.2545,-45.5629,179.5736,-0.0971,0.0555,-0.0202,0.9935,2028.0000,2028.0000,2028.0000,,,,
0.5775,164,0,-160.2545,-45.5629,179.5736,-0.0971,0.0555,-0.0202,0.9935,2028.0000,2028.0000,2028.0000,,,,
0.5863,164,0,-160.2545,-45.5629,179.5736,-0.0971,0.0555,-0.0202,0.9935,2028.0000,2028.0000,2028.0000,,,,
0.5972,164,0,-159.8832,-46.1872,179.0748,-0.0968,0.0549,-0.0194,0.9936,2028.0000,2028.0000,2028.0000,,,,
0.6111,164,0,-159.8832,-46.1872,179.0748,-0.0968,0.0549,-0.0194,0.9936,2028.0000,2028.0000,2028.0000,,,,
0.6223,164,0,-159.8832,-46.1872,179.0748,-0.0968,0.0549,-0.0194,0.9936,2028.0000,2028.0000,2028.0000,,,,
0.6341,164,0,-159.7835,-46.9057,178.4884,-0.0956,0.0545,-0.0188,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.6462,164,0,-159.7835,-46.9057,178.4884,-0.0956,0.0545,-0.0188,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.6540,164,0,-159.7835,-46.9057,178.4884,-0.0956,0.0545,-0.0188,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.6655,164,0,-159.7835,-46.9057,178.4884,-0.0956,0.0545,-0.0188,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.6783,164,0,-159.6050,-47.1438,178.5354,-0.0941,0.0554,-0.0192,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.6893,164,0,-159.6050,-47.1438,178.5354,-0.0941,0.0554,-0.0192,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.7019,164,0,-159.6050,-47.1438,178.5354,-0.0941,0.0554,-0.0192,0.9938,2028.0000,2028.0000,2028.0000,,,,
0.7110,164,0,-159.3723,-47.6121,178.0666,-0.0927,0.0557,-0.0203,0.9939,2028.0000,2028.0000,2028.0000,,,,
0.7218,164,0,-159.3723,-47.6121,178.0666,-0.0927,0.0557,-0.0203,0.9939,2028.0000,2028.0000,2028.0000,,,,
0.7345,164,0,-159.3723,-47.6121,178.0666,-0.0927,0.0557,-0.0203,0.9939,2028.0000,2028.0000,2028.0000,,,,
0.7457,164,0,-159.6138,-47.7108,177.8667,-0.0918,0.0557,-0.0206,0.9940,2028.0000,2028.0000,2028.0000,,,,
0.7574,164,0,-159.6138,-47.7108,177.8667,-0.0918,0.0557,-0.0206,0.9940,2028.0000,2028.0000,2028.0000,,,,
0.7698,164,0,-159.6138,-47.7108,177.8667,-0.0918,0.0557,-0.0206,0.9940,2028.0000,2028.0000,2028.0000,,,,
0.7785,164,0,-159.6138,-47.7108,177.8667,-0.0918,0.0557,-0.0206,0.9940,2028.0000,2028.0000,2028.0000,,,,
0.7897,164,0,-160.2298,-47.9193,177.2630,-0.0913,0.0546,-0.0210,0.9941,2028.0000,2028.0000,2028.0000,,,,
0.8018,164,0,-160.2298,-47.9193,177.2630,-0.0913,0.0546,-0.0210,0.9941,2028.0000,2028.0000,2028.0000,,,,
0.8138,164,0,-160.2298,-47.9193,177.2630,-0.0913,0.0546,-0.0210,0.9941,2028.0000,2028.0000,2028.0000,,,,
0.8268,164,0,-161.1522,-48.3166,176.4710,-0.0895,0.0539,-0.0218,0.9943,2028.0000,2028.0000,2028.0000,,,,
0.8383,164,0,-161.1522,-48.3166,176.4710,-0.0895,0.0539,-0.0218,0.9943,2028.0000,2028.0000,2028.0000,,,,
0.8472,164,0,-161.1522,-48.3166,176.4710,-0.0895,0.0539,-0.0218,0.9943,2028.0000,2028.0000,2028.0000,,,,
0.8573,164,0,-161.1522,-48.3166,176.4710,-0.0895,0.0539,-0.0218,0.9943,2028.0000,2028.0000,2028.0000,,,,
0.8695,164,0,-161.9880,-48.4924,175.8589,-0.0887,0.0523,-0.0220,0.9944,2028.0000,2028.0000,2028.0000,,,,
0.8817,164,0,-161.9880,-48.4924,175.8589,-0.0887,0.0523,-0.0220,0.9944,2028.0000,2028.0000,2028.0000,,,,
0.8936,164,0,-161.9880,-48.4924,175.8589,-0.0887,0.0523,-0.0220,0.9944,2028.0000,2028.0000,2028.0000,,,,
0.9024,164,0,-162.8027,-48.2879,175.2007,-0.0877,0.0500,-0.0221,0.9946,2028.0000,2028.0000,2028.0000,,,,
0.9142,164,0,-162.8027,-48.2879,175.2007,-0.0877,0.0500,-0.0221,0.9946,2028.0000,2028.0000,2028.0000,,,,
0.9253,164,0,-162.8027,-48.2879,175.2007,-0.0877,0.0500,-0.0221,0.9946,2028.0000,2028.0000,2028.0000,,,,
0.9376,164,0,-162.8361,-48.2160,174.8968,-0.0866,0.0494,-0.0222,0.9948,2028.0000,2028.0000,2028.0000,,,,
0.9499,164,0,-162.8361,-48.2160,174.8968,-0.0866,0.0494,-0.0222,0.9948,2028.0000,2028.0000,2028.0000,,,,
0.9621,164,0,-162.8361,-48.2160,174.8968,-0.0866,0.0494,-0.0222,0.9948,2028.0000,2028.0000,2028.0000,,,,
0.9709,164,0,-162.8361,-48.2160,174.8968,-0.0866,0.0494,-0.0222,0.9948,2028.0000,2028.0000,2028.0000,,,,
0.9817,164,0,-162.3993,-49.4260,173.6430,-0.0818,0.0492,-0.0225,0.9952,2028.0000,2028.0000,2028.0000,,,,
0.9934,164,0,-162.3993,-49.4260,173.6430,-0.0818,0.0492,-0.0225,0.9952,2028.0000,2028.0000,2028.0000,,,,
1.0054,164,0,-162.3993,-49.4260,173.6430,-0.0818,0.0492,-0.0225,0.9952,2028.0000,2028.0000,2028.0000,,,,
1.0177,164,0,-160.7141,-51.7477,172.0596,-0.0771,0.0503,-0.0203,0.9955,2028.0000,2028.0000,2028.0000,,,,
1.0298,164,0,-160.7141,-51.7477,172.0596,-0.0771,0.0503,-0.0203,0.9955,2028.0000,2028.0000,2028.0000,,,,
1.0386,164,0,-160.7141,-51.7477,172.0596,-0.0771,0.0503,-0.0203,0.9955,2028.0000,2028.0000,2028.0000,,,,
1.0495,164,0,-160.7141,-51.7477,172.0596,-0.0771,0.0503,-0.0203,0.9955,2028.0000,2028.0000,2028.0000,,,,
1.0618,164,0,-158.5154,-51.9166,172.1710,-0.0807,0.0510,-0.0168,0.9953,2028.0000,2028.0000,2028.0000,,,,
1.0733,164,0,-158.5154,-51.9166,172.1710,-0.0807,0.0510,-0.0168,0.9953,2028.0000,2028.0000,2028.0000,,,,
1.0858,164,0,-158.5154,-51.9166,172.1710,-0.0807,0.0510,-0.0168,0.9953,2028.0000,2028.0000,2028.0000,,,,
1.0950,164,0,-153.5333,-49.8949,174.9345,-0.0884,0.0587,-0.0155,0.9942,2028.0000,2028.0000,2028.0000,,,,
1.1059,164,0,-153.5333,-49.8949,174.9345,-0.0884,0.0587,-0.0155,0.9942,2028.0000,2028.0000,2028.0000,,,,
1.1173,164,0,-153.5333,-49.8949,174.9345,-0.0884,0.0587,-0.0155,0.9942,2028.0000,2028.0000,2028.0000,,,,
1.1307,164,0,-149.1500,-45.6925,178.6607,-0.0970,0.0677,-0.0161,0.9929,2028.0000,2028.0000,2028.0000,,,,
1.1423,164,0,-149.1500,-45.6925,178.6607,-0.0970,0.0677,-0.0161,0.9929,2028.0000,2028.0000,2028.0000,,,,
1.1540,164,0,-149.1500,-45.6925,178.6607,-0.0970,0.0677,-0.0161,0.9929,2028.0000,2028.0000,2028.0000,,,,
1.1627,164,0,-146.5584,-39.9872,181.9736,-0.1048,0.0766,-0.0217,0.9913,2028.0000,2028.0000,2028.0000,,,,
1.1738,164,0,-146.5584,-39.9872,181.9736,-0.1048,0.0766,-0.0217,0.9913,2028.0000,2028.0000,2028.0000,,,,
1.1858,164,0,-146.5584,-39.9872,181.9736,-0.1048,0.0766,-0.0217,0.9913,2028.0000,2028.0000,2028.0000,,,,
1.1976,164,0,-146.5584,-39.9872,181.9736,-0.1048,0.0766,-0.0217,0.9913,2028.0000,2028.0000,2028.0000,,,,
1.2112,164,0,-144.6130,-32.2955,185.4694,-0.1088,0.0891,-0.0372,0.9894,2028.0000,2028.0000,2028.0000,,,,
1.2216,164,0,-144.6130,-32.2955,185.4694,-0.1088,0.0891,-0.0372,0.9894,2028.0000,2028.0000,2028.0000,,,,
1.2307,164,0,-144.6130,-32.2955,185.4694,-0.1088,0.0891,-0.0372,0.9894,2028.0000,2028.0000,2028.0000,,,,
1.2416,164,0,-144.7510,-26.7936,186.0770,-0.1085,0.0956,-0.0520,0.9881,2028.0000,2028.0000,2028.0000,,,,
1.2535,164,0,-144.7510,-26.7936,186.0770,-0.1085,0.0956,-0.0520,0.9881,2028.0000,2028.0000,2028.0000,,,,
1.2665,164,0,-144.7510,-26.7936,186.0770,-0.1085,0.0956,-0.0520,0.9881,2028.0000,2028.0000,2028.0000,,,,
1.2779,164,0,-145.8498,-24.3010,185.5098,-0.1079,0.0963,-0.0572,0.9878,2028.0000,2028.0000,2028.0000,,,,
1.2874,164,0,-145.8498,-24.3010,185.5098,-0.1079,0.0963,-0.0572,0.9878,2028.0000,2028.0000,2028.0000,,,,
1.2982,164,0,-145.8498,-24.3010,185.5098,-0.1079,0.0963,-0.0572,0.9878,2028.0000,2028.0000,2028.0000,,,,
1.3099,164,0,-145.2080,-20.7578,186.9736,-0.1072,0.1023,-0.0636,0.9869,2028.0000,2028.0000,2028.0000,,,,
1.3217,164,0,-145.2080,-20.7578,186.9736,-0.1072,0.1023,-0.0636,0.9869,2028.0000,2028.0000,2028.0000,,,,
1.3342,164,0,-145.2080,-20.7578,186.9736,-0.1072,0.1023,-0.0636,0.9869,2028.0000,2028.0000,2028.0000,,,,
1.3460,164,0,-145.7506,-15.4490,187.4229,-0.1098,0.1052,-0.0716,0.9858,2028.0000,2028.0000,2028.0000,,,,
1.3549,164,0,-145.7506,-15.4490,187.4229,-0.1098,0.1052,-0.0716,0.9858,2028.0000,2028.0000,2028.0000,,,,
1.3661,164,0,-145.7506,-15.4490,187.4229,-0.1098,0.1052,-0.0716,0.9858,2028.0000,2028.0000,2028.0000,,,,
1.3781,164,0,-145.7506,-15.4490,187.4229,-0.1098,0.1052,-0.0716,0.9858,2028.0000,2028.0000,2028.0000,,,,
1.3899,164,0,-144.6212,-10.9159,187.8299,-0.1109,0.1114,-0.0793,0.9844,2028.0000,2028.0000,2028.0000,,,,
1.4017,164,0,-144.6212,-10.9159,187.8299,-0.1109,0.1114,-0.0793,0.9844,2028.0000,2028.0000,2028.0000,,,,
1.4107,164,0,-144.6212,-10.9159,187.8299,-0.1109,0.1114,-0.0793,0.9844,2028.0000,2028.0000,2028.0000,,,,
1.4224,164,0,-143.4045,-8.7788,187.1199,-0.1075,0.1186,-0.0871,0.9833,2028.0000,2028.0000,2028.0000,,,,
1.4341,164,0,-143.4045,-8.7788,187.1199,-0.1075,0.1186,-0.0871,0.9833,2028.0000,2028.0000,2028.0000,,,,
1.4458,164,0,-143.4045,-8.7788,187.1199,-0.1075,0.1186,-0.0871,0.9833,2028.0000,2028.0000,2028.0000,,,,
1.4579,164,0,-142.7251,-9.6252,185.9896,-0.1045,0.1215,-0.0880,0.9831,2028.0000,2028.0000,2028.0000,,,,
1.4698,164,0,-142.7251,-9.6252,185.9896,-0.1045,0.1215,-0.0880,0.9831,2028.0000,2028.0000,2028.0000,,,,
1.4788,164,0,-142.7251,-9.6252,185.9896,-0.1045,0.1215,-0.0880,0.9831,2028.0000,2028.0000,2028.0000,,,,
1.4903,164,0,-143.2864,-16.2210,181.9882,-0.0930,0.1191,-0.0848,0.9849,2028.0000,2028.0000,2028.0000,,,,
1.5020,164,0,-143.2864,-16.2210,181.9882,-0.0930,0.1191,-0.0848,0.9849,2028.0000,2028.0000,2028.0000,,,,
1.5134,164,0,-143.2864,-16.2210,181.9882,-0.0930,0.1191,-0.0848,0.9849,2028.0000,2028.0000,2028.0000,,,,
1.5255,164,0,-143.5735,-26.5228,176.8592,-0.0758,0.1162,-0.0788,0.9872,2028.0000,2028.0000,2028.0000,,,,
1.5381,164,0,-143.5735,-26.5228,176.8592,-0.0758,0.1162,-0.0788,0.9872,2028.0000,2028.0000,2028.0000,,,,
1.5466,164,0,-143.5735,-26.5228,176.8592,-0.0758,0.1162,-0.0788,0.9872,2028.0000,2028.0000,2028.0000,,,,
1.5581,164,0,-142.3639,-36.8584,170.9669,-0.0623,0.1090,-0.0648,0.9900,2028.0000,2028.0000,2028.0000,,,,
1.5697,164,0,-142.3639,-36.8584,170.9669,-0.0623,0.1090,-0.0648,0.9900,2028.0000,2028.0000,2028.0000,,,,
1.5822,164,0,-142.3639,-36.8584,170.9669,-0.0623,0.1090,-0.0648,0.9900,2028.0000,2028.0000,2028.0000,,,,
1.5943,164,0,-139.8098,-47.1138,164.6041,-0.0523,0.1012,-0.0467,0.9924,2028.0000,2028.0000,2028.0000,,,,
1.6024,164,0,-139.8098,-47.1138,164.6041,-0.0523,0.1012,-0.0467,0.9924,2028.0000,2028.0000,2028.0000,,,,
1.6144,164,0,-136.0759,-55.3965,158.5901,-0.0452,0.0936,-0.0298,0.9941,2028.0000,2028.0000,2028.0000,,,,
1.6269,164,0,-136.0759,-55.3965,158.5901,-0.0452,0.0936,-0.0298,0.9941,2028.0000,2028.0000,2028.0000,,,,
1.6383,164,0,-136.0759,-55.3965,158.5901,-0.0452,0.0936,-0.0298,0.9941,2028.0000,2028.0000,2028.0000,,,,
1.6512,164,0,-133.3902,-59.1842,155.3148,-0.0412,0.0900,-0.0194,0.9949,2028.0000,2028.0000,2028.0000,,,,
1.6622,164,0,-133.3902,-59.1842,155.3148,-0.0412,0.0900,-0.0194,0.9949,2028.0000,2028.0000,2028.0000,,,,
1.6712,164,0,-133.3902,-59.1842,155.3148,-0.0412,0.0900,-0.0194,0.9949,2028.0000,2028.0000,2028.0000,,,,
1.6824,164,0,-129.6105,-64.1161,149.9536,-0.0349,0.0832,-0.0054,0.9959,2028.0000,2028.0000,2028.0000,,,,
1.6937,164,0,-129.6105,-64.1161,149.9536,-0.0349,0.0832,-0.0054,0.9959,2028.0000,2028.0000,2028.0000,,,,
1.7054,164,0,-125.6908,-66.5532,145.6326,-0.0318,0.0784,0.0062,0.9964,2028.0000,2028.0000,2028.0000,,,,
1.7177,164,0,-125.6908,-66.5532,145.6326,-0.0318,0.0784,0.0062,0.9964,2028.0000,2028.0000,2028.0000,,,,
1.7305,164,0,-125.6908,-66.5532,145.6326,-0.0318,0.0784,0.0062,0.9964,2028.0000,2028.0000,2028.0000,,,,
1.7390,164,0,-123.8078,-67.0235,142.6044,-0.0296,0.0739,0.0130,0.9967,2028.0000,2028.0000,2028.0000,,,,
1.7496,164,0,-123.8078,-67.0235,142.6044,-0.0296,0.0739,0.0130,0.9967,2028.0000,2028.0000,2028.0000,,,,
1.7615,164,0,-123.8078,-67.0235,142.6044,-0.0296,0.0739,0.0130,0.9967,2028.0000,2028.0000,2028.0000,,,,
1.7734,164,0,-120.1600,-65.9116,139.4606,-0.0245,0.0707,0.0198,0.9970,2028.0000,2028.0000,2028.0000,,,,
1.7867,164,0,-120.1600,-65.9116,139.4606,-0.0245,0.0707,0.0198,0.9970,2028.0000,2028.0000,2028.0000,,,,
1.7956,164,0,-114.2668,-62.1287,140.1863,-0.0353,0.0695,0.0277,0.9966,2028.0000,2028.0000,2028.0000,,,,
1.8059,164,0,-114.2668,-62.1287,140.1863,-0.0353,0.0695,0.0277,0.9966,2028.0000,2028.0000,2028.0000,,,,
