t_secs,target_id,detected,tx_mm,ty_mm,tz_mm,qx,qy,qz,qw,pwm_a,pwm_b,pwm_c,touch_x_px,touch_y_px,touch_x_mm,touch_y_mm
0.0000,251,0,69.9214,-61.3180,786.5740,-0.1136,-0.2441,-0.0476,0.9619,1864.0000,1871.0000,1863.0000,,,,
0.0142,251,0,69.9214,-61.3180,786.5740,-0.1136,-0.2441,-0.0476,0.9619,1857.0000,1870.0000,1863.0000,,,,
0.0238,251,0,92.7699,15.9562,785.5732,0.2407,-0.3768,0.1227,0.8860,1853.0000,1870.0000,1863.0000,,,,
0.0340,251,0,92.7699,15.9562,785.5732,0.2407,-0.3768,0.1227,0.8860,1849.0000,1872.0000,1863.0000,,,,
0.0440,251,0,92.7699,15.9562,785.5732,0.2407,-0.3768,0.1227,0.8860,1845.0000,1875.0000,1863.0000,,,,
0.0551,251,0,92.7699,15.9562,785.5732,0.2407,-0.3768,0.1227,0.8860,1840.0000,1877.0000,1863.0000,,,,
0.0673,251,0,79.9025,-86.4673,773.4013,-0.2167,-0.2792,-0.1200,0.9277,1835.0000,1877.0000,1863.0000,,,,
0.0790,251,0,79.9025,-86.4673,773.4013,-0.2167,-0.2792,-0.1200,0.9277,1829.0000,1877.0000,1863.0000,,,,
0.0891,251,0,79.9025,-86.4673,773.4013,-0.2167,-0.2792,-0.1200,0.9277,1825.0000,1877.0000,1863.0000,,,,
0.0994,251,0,79.9025,-86.4673,773.4013,-0.2167,-0.2792,-0.1200,0.9277,1820.0000,1877.0000,1863.0000,,,,
0.1124,251,0,103.6158,-91.5467,778.1049,0.3495,-0.3444,0.0343,0.8707,1814.0000,1877.0000,1863.0000,,,,
0.1230,251,0,103.6158,-91.5467,778.1049,0.3495,-0.3444,0.0343,0.8707,1807.0000,1877.0000,1863.0000,,,,
0.1353,251,0,103.6158,-91.5467,778.1049,0.3495,-0.3444,0.0343,0.8707,1800.0000,1877.0000,1863.0000,,,,
0.1476,251,0,41.4544,-46.6638,543.7834,-0.1281,0.1551,0.0134,0.9795,1793.0000,1877.0000,1863.0000,,,,
0.1565,251,0,41.4544,-46.6638,543.7834,-0.1281,0.1551,0.0134,0.9795,1789.0000,1877.0000,1863.0000,,,,
0.1676,251,0,41.4544,-46.6638,543.7834,-0.1281,0.1551,0.0134,0.9795,1785.0000,1877.0000,1863.0000,,,,
0.1789,251,0,41.4544,-46.6638,543.7834,-0.1281,0.1551,0.0134,0.9795,1780.0000,1877.0000,1863.0000,,,,
0.1910,251,0,57.5123,-54.7034,649.7818,0.0008,0.0522,-0.0238,0.9984,1774.0000,1877.0000,1863.0000,,,,
0.2031,251,0,57.5123,-54.7034,649.7818,0.0008,0.0522,-0.0238,0.9984,1767.0000,1877.0000,1863.0000,,,,
0.2151,251,0,57.5123,-54.7034,649.7818,0.0008,0.0522,-0.0238,0.9984,1761.0000,1877.0000,1863.0000,,,,
0.2248,251,0,-31.2284,-62.8525,979.8630,0.3484,-0.2170,0.0566,0.9101,1755.0000,1877.0000,1863.0000,,,,
0.2364,251,0,-31.2284,-62.8525,979.8630,0.3484,-0.2170,0.0566,0.9101,1748.0000,1877.0000,1863.0000,,,,
0.2476,251,0,-31.2284,-62.8525,979.8630,0.3484,-0.2170,0.0566,0.9101,1742.0000,1877.0000,1863.0000,,,,
0.2596,251,0,-31.2284,-62.8525,979.8630,0.3484,-0.2170,0.0566,0.9101,1735.0000,1877.0000,1863.0000,,,,
0.2719,251,0,31.4628,-83.5945,909.3829,-0.3717,-0.2729,-0.1766,0.8696,1728.0000,1877.0000,1863.0000,,,,
0.2800,251,0,31.4628,-83.5945,909.3829,-0.3717,-0.2729,-0.1766,0.8696,1724.0000,1877.0000,1863.0000,,,,
0.2919,251,0,31.4628,-83.5945,909.3829,-0.3717,-0.2729,-0.1766,0.8696,1717.0000,1877.0000,1863.0000,,,,
0.3040,251,0,31.4628,-83.5945,909.3829,-0.3717,-0.2729,-0.1766,0.8696,1711.0000,1877.0000,1863.0000,,,,
0.3157,251,0,114.0386,-61.7272,722.5610,-0.3317,0.1310,-0.0087,0.9342,1705.0000,1877.0000,1863.0000,,,,
0.3273,251,0,114.0386,-61.7272,722.5610,-0.3317,0.1310,-0.0087,0.9342,1699.0000,1877.0000,1863.0000,,,,
0.3398,251,0,114.0386,-61.7272,722.5610,-0.3317,0.1310,-0.0087,0.9342,1694.0000,1877.0000,1863.0000,,,,
